,Time,1,2,3,4
S/N,,720479,720479,720479,720479
Type,,TGP-4500,TGP-4500,TGP-4500,TGP-4500
Description,,Light Interception #2,Light Interception #2,Light Interception #2,Light Interception #2
Property,,Maximum Temperature,Temperature,Maximum Humidity,Humidity
569,2014-07-23 17:27:00,36.691 °C,36.437 °C,28.9 %RH,28.3 %RH
570,2014-07-23 17:27:30,36.426 °C,36.188 °C,33.6 %RH,33.6 %RH
571,2014-07-23 17:28:00,36.180 °C,35.944 °C,34.8 %RH,28.5 %RH
572,2014-07-23 17:28:30,35.933 °C,35.675 °C,28.9 %RH,28.5 %RH
573,2014-07-23 17:29:00,35.669 °C,35.396 °C,28.9 %RH,28.3 %RH
574,2014-07-23 17:29:30,35.388 °C,35.118 °C,29.9 %RH,29.6 %RH
575,2014-07-23 17:30:00,35.105 °C,34.830 °C,29.9 %RH,29.4 %RH
576,2014-07-23 17:30:30,34.823 °C,34.544 °C,29.6 %RH,29.6 %RH
577,2014-07-23 17:31:00,34.533 °C,34.240 °C,30.1 %RH,29.4 %RH
578,2014-07-23 17:31:30,34.231 °C,33.953 °C,29.9 %RH,29.9 %RH
579,2014-07-23 17:32:00,33.941 °C,33.677 °C,30.3 %RH,30.3 %RH
580,2014-07-23 17:32:30,33.666 °C,33.402 °C,30.6 %RH,30.6 %RH
581,2014-07-23 17:33:00,33.392 °C,33.132 °C,31.7 %RH,31.5 %RH
