,Time,1,2,3,4
S/N,,720479,720479,720479,720479
Type,,TGP-4500,TGP-4500,TGP-4500,TGP-4500
Description,,Light Interception #2,Light Interception #2,Light Interception #2,Light Interception #2
Property,,Maximum Temperature,Temperature,Maximum Humidity,Humidity
699,2014-07-22 18:26:57,28.106 °C,28.051 °C,56.8 %RH,56.8 %RH
700,2014-07-22 18:27:27,28.048 °C,27.996 °C,56.8 %RH,56.8 %RH
701,2014-07-22 18:27:57,27.997 °C,27.948 °C,57.0 %RH,56.8 %RH
702,2014-07-22 18:28:27,27.942 °C,27.891 °C,57.0 %RH,57.0 %RH
703,2014-07-22 18:28:57,27.893 °C,27.841 °C,57.3 %RH,57.0 %RH
704,2014-07-22 18:29:27,27.839 °C,27.791 °C,57.3 %RH,57.3 %RH
705,2014-07-22 18:29:57,27.790 °C,27.742 °C,57.5 %RH,57.3 %RH
706,2014-07-22 18:30:27,27.738 °C,27.689 °C,57.5 %RH,57.5 %RH
707,2014-07-22 18:30:57,27.689 °C,27.641 °C,57.8 %RH,57.5 %RH
708,2014-07-22 18:31:27,27.640 °C,27.594 °C,57.8 %RH,57.8 %RH
709,2014-07-22 18:31:57,27.589 °C,27.543 °C,57.8 %RH,57.5 %RH
710,2014-07-22 18:32:27,27.543 °C,27.497 °C,57.8 %RH,57.8 %RH
711,2014-07-22 18:32:57,27.496 °C,27.450 °C,58.0 %RH,57.8 %RH
712,2014-07-22 18:33:27,27.448 °C,27.402 °C,58.0 %RH,58.0 %RH
713,2014-07-22 18:33:57,27.399 °C,27.355 °C,58.3 %RH,58.3 %RH
714,2014-07-22 18:34:27,27.355 °C,27.310 °C,58.3 %RH,58.3 %RH
715,2014-07-22 18:34:57,27.310 °C,27.266 °C,58.6 %RH,58.3 %RH
716,2014-07-22 18:35:27,27.264 °C,27.218 °C,58.6 %RH,58.6 %RH
717,2014-07-22 18:35:57,27.218 °C,27.175 °C,58.6 %RH,58.6 %RH
718,2014-07-22 18:36:27,27.174 °C,27.128 °C,58.8 %RH,58.6 %RH
719,2014-07-22 18:36:57,27.132 °C,27.086 °C,58.8 %RH,58.8 %RH
720,2014-07-22 18:37:27,27.082 °C,27.044 °C,58.8 %RH,58.8 %RH
721,2014-07-22 18:37:57,27.042 °C,26.999 °C,59.1 %RH,59.1 %RH
722,2014-07-22 18:38:27,26.996 °C,26.959 °C,59.1 %RH,59.1 %RH
723,2014-07-22 18:38:57,26.956 °C,26.915 °C,59.1 %RH,59.1 %RH
724,2014-07-22 18:39:27,26.912 °C,26.875 °C,59.4 %RH,59.1 %RH
725,2014-07-22 18:39:57,26.870 °C,26.832 °C,59.4 %RH,59.4 %RH
726,2014-07-22 18:40:27,26.829 °C,26.791 °C,59.6 %RH,59.4 %RH
727,2014-07-22 18:40:57,26.791 °C,26.752 °C,59.4 %RH,59.4 %RH
728,2014-07-22 18:41:27,26.748 °C,26.709 °C,59.6 %RH,59.6 %RH
729,2014-07-22 18:41:57,26.709 °C,26.670 °C,59.6 %RH,59.6 %RH
730,2014-07-22 18:42:27,26.671 °C,26.630 °C,59.9 %RH,59.9 %RH
731,2014-07-22 18:42:57,26.630 °C,26.593 °C,59.9 %RH,59.9 %RH
732,2014-07-22 18:43:27,26.590 °C,26.554 °C,59.9 %RH,59.9 %RH
733,2014-07-22 18:43:57,26.550 °C,26.515 °C,60.2 %RH,60.2 %RH
734,2014-07-22 18:44:27,26.512 °C,26.476 °C,60.2 %RH,60.2 %RH
735,2014-07-22 18:44:57,26.478 °C,26.436 °C,60.2 %RH,60.2 %RH
736,2014-07-22 18:45:27,26.439 °C,26.404 °C,60.4 %RH,60.2 %RH
737,2014-07-22 18:45:57,26.401 °C,26.363 °C,60.4 %RH,60.4 %RH
738,2014-07-22 18:46:27,26.363 °C,26.330 °C,60.7 %RH,60.7 %RH
739,2014-07-22 18:46:57,26.329 °C,26.291 °C,60.7 %RH,60.4 %RH
740,2014-07-22 18:47:27,26.291 °C,26.254 °C,60.7 %RH,60.7 %RH
741,2014-07-22 18:47:57,26.255 °C,26.223 °C,60.7 %RH,60.7 %RH
742,2014-07-22 18:48:27,26.220 °C,26.188 °C,60.7 %RH,60.7 %RH
743,2014-07-22 18:48:57,26.183 °C,26.152 °C,61.0 %RH,61.0 %RH
744,2014-07-22 18:49:27,26.148 °C,26.114 °C,61.0 %RH,61.0 %RH
745,2014-07-22 18:49:57,26.116 °C,26.082 °C,61.0 %RH,61.0 %RH
746,2014-07-22 18:50:27,26.082 °C,26.048 °C,61.2 %RH,61.2 %RH
747,2014-07-22 18:50:57,26.052 °C,26.016 °C,61.2 %RH,61.2 %RH
748,2014-07-22 18:51:27,26.011 °C,25.980 °C,61.2 %RH,61.2 %RH
749,2014-07-22 18:51:57,25.982 °C,25.946 °C,61.5 %RH,61.2 %RH
750,2014-07-22 18:52:27,25.948 °C,25.913 °C,61.5 %RH,61.2 %RH
751,2014-07-22 18:52:57,25.914 °C,25.880 °C,61.5 %RH,61.5 %RH
752,2014-07-22 18:53:27,25.880 °C,25.850 °C,61.8 %RH,61.8 %RH
753,2014-07-22 18:53:57,25.850 °C,25.819 °C,61.5 %RH,61.5 %RH
754,2014-07-22 18:54:27,25.817 °C,25.786 °C,61.8 %RH,61.8 %RH
755,2014-07-22 18:54:57,25.783 °C,25.756 °C,61.8 %RH,61.8 %RH
756,2014-07-22 18:55:27,25.753 °C,25.722 °C,61.8 %RH,61.8 %RH
757,2014-07-22 18:55:57,25.729 °C,25.691 °C,62.0 %RH,62.0 %RH
758,2014-07-22 18:56:27,25.688 °C,25.660 °C,62.0 %RH,62.0 %RH
759,2014-07-22 18:56:57,25.659 °C,25.631 °C,62.0 %RH,62.0 %RH
760,2014-07-22 18:57:27,25.629 °C,25.602 °C,62.3 %RH,62.3 %RH
761,2014-07-22 18:57:57,25.602 °C,25.568 °C,62.3 %RH,62.3 %RH
762,2014-07-22 18:58:27,25.569 °C,25.543 °C,62.3 %RH,62.3 %RH
763,2014-07-22 18:58:57,25.540 °C,25.509 °C,62.3 %RH,62.3 %RH
764,2014-07-22 18:59:27,25.509 °C,25.480 °C,62.6 %RH,62.6 %RH
765,2014-07-22 18:59:57,25.477 °C,25.452 °C,62.6 %RH,62.3 %RH
766,2014-07-22 19:00:27,25.452 °C,25.421 °C,62.6 %RH,62.6 %RH
767,2014-07-22 19:00:57,25.423 °C,25.393 °C,62.8 %RH,62.8 %RH
768,2014-07-22 19:01:27,25.393 °C,25.366 °C,62.8 %RH,62.6 %RH
769,2014-07-22 19:01:57,25.367 °C,25.336 °C,62.8 %RH,62.8 %RH
770,2014-07-22 19:02:27,25.335 °C,25.310 °C,62.8 %RH,62.8 %RH
771,2014-07-22 19:02:57,25.309 °C,25.282 °C,63.1 %RH,62.8 %RH
772,2014-07-22 19:03:27,25.282 °C,25.254 °C,62.8 %RH,62.8 %RH
773,2014-07-22 19:03:57,25.251 °C,25.227 °C,63.1 %RH,63.1 %RH
774,2014-07-22 19:04:27,25.227 °C,25.200 °C,63.1 %RH,63.1 %RH
775,2014-07-22 19:04:57,25.199 °C,25.174 °C,63.1 %RH,63.1 %RH
776,2014-07-22 19:05:27,25.172 °C,25.148 °C,63.4 %RH,63.4 %RH
777,2014-07-22 19:05:57,25.149 °C,25.117 °C,63.4 %RH,63.4 %RH
778,2014-07-22 19:06:27,25.118 °C,25.092 °C,63.4 %RH,63.4 %RH
779,2014-07-22 19:06:57,25.091 °C,25.072 °C,63.4 %RH,63.4 %RH
780,2014-07-22 19:07:27,25.073 °C,25.042 °C,63.6 %RH,63.6 %RH
781,2014-07-22 19:07:57,25.042 °C,25.019 °C,63.6 %RH,63.4 %RH
782,2014-07-22 19:08:27,25.016 °C,24.991 °C,63.6 %RH,63.6 %RH
783,2014-07-22 19:08:57,24.990 °C,24.968 °C,63.6 %RH,63.6 %RH
784,2014-07-22 19:09:27,24.963 °C,24.940 °C,63.9 %RH,63.9 %RH
785,2014-07-22 19:09:57,24.942 °C,24.914 °C,63.9 %RH,63.9 %RH
786,2014-07-22 19:10:27,24.915 °C,24.895 °C,63.9 %RH,63.9 %RH
787,2014-07-22 19:10:57,24.890 °C,24.869 °C,63.9 %RH,63.9 %RH
788,2014-07-22 19:11:27,24.869 °C,24.841 °C,64.2 %RH,63.9 %RH
789,2014-07-22 19:11:57,24.842 °C,24.817 °C,64.2 %RH,63.9 %RH
790,2014-07-22 19:12:27,24.817 °C,24.798 °C,64.2 %RH,64.2 %RH
791,2014-07-22 19:12:57,24.796 °C,24.772 °C,64.2 %RH,64.2 %RH
792,2014-07-22 19:13:27,24.774 °C,24.746 °C,64.2 %RH,64.2 %RH
793,2014-07-22 19:13:57,24.747 °C,24.725 °C,64.2 %RH,64.2 %RH
794,2014-07-22 19:14:27,24.724 °C,24.702 °C,64.4 %RH,64.4 %RH
795,2014-07-22 19:14:57,24.702 °C,24.680 °C,64.4 %RH,64.4 %RH
796,2014-07-22 19:15:27,24.679 °C,24.655 °C,64.4 %RH,64.2 %RH
797,2014-07-22 19:15:57,24.655 °C,24.634 °C,64.4 %RH,64.4 %RH
798,2014-07-22 19:16:27,24.634 °C,24.615 °C,64.4 %RH,64.4 %RH
799,2014-07-22 19:16:57,24.610 °C,24.590 °C,64.7 %RH,64.7 %RH
800,2014-07-22 19:17:27,24.588 °C,24.567 °C,64.7 %RH,64.4 %RH
801,2014-07-22 19:17:57,24.567 °C,24.543 °C,64.7 %RH,64.7 %RH
802,2014-07-22 19:18:27,24.546 °C,24.523 °C,64.7 %RH,64.7 %RH
803,2014-07-22 19:18:57,24.526 °C,24.502 °C,64.7 %RH,64.7 %RH
804,2014-07-22 19:19:27,24.502 °C,24.481 °C,65.0 %RH,65.0 %RH
805,2014-07-22 19:19:57,24.481 °C,24.460 °C,65.0 %RH,64.7 %RH
806,2014-07-22 19:20:27,24.462 °C,24.437 °C,64.7 %RH,64.7 %RH
807,2014-07-22 19:20:57,24.441 °C,24.415 °C,65.0 %RH,65.0 %RH
808,2014-07-22 19:21:27,24.416 °C,24.395 °C,65.0 %RH,65.0 %RH
809,2014-07-22 19:21:57,24.399 °C,24.377 °C,65.0 %RH,65.0 %RH
810,2014-07-22 19:22:27,24.377 °C,24.355 °C,65.0 %RH,65.0 %RH
811,2014-07-22 19:22:57,24.358 °C,24.335 °C,65.0 %RH,65.0 %RH
812,2014-07-22 19:23:27,24.336 °C,24.314 °C,65.2 %RH,65.2 %RH
813,2014-07-22 19:23:57,24.317 °C,24.293 °C,65.2 %RH,65.2 %RH
814,2014-07-22 19:24:27,24.294 °C,24.274 °C,65.2 %RH,65.0 %RH
815,2014-07-22 19:24:57,24.275 °C,24.255 °C,65.2 %RH,65.2 %RH
816,2014-07-22 19:25:27,24.258 °C,24.239 °C,65.2 %RH,65.2 %RH
817,2014-07-22 19:25:57,24.234 °C,24.215 °C,65.2 %RH,65.2 %RH
818,2014-07-22 19:26:27,24.214 °C,24.191 °C,65.5 %RH,65.5 %RH
819,2014-07-22 19:26:57,24.195 °C,24.176 °C,65.5 %RH,65.5 %RH
820,2014-07-22 19:27:27,24.178 °C,24.156 °C,65.5 %RH,65.2 %RH
821,2014-07-22 19:27:57,24.159 °C,24.135 °C,65.5 %RH,65.5 %RH
822,2014-07-22 19:28:27,24.138 °C,24.121 °C,65.5 %RH,65.5 %RH
823,2014-07-22 19:28:57,24.119 °C,24.098 °C,65.5 %RH,65.5 %RH
824,2014-07-22 19:29:27,24.101 °C,24.082 °C,65.8 %RH,65.5 %RH
825,2014-07-22 19:29:57,24.083 °C,24.064 °C,65.8 %RH,65.5 %RH
826,2014-07-22 19:30:27,24.063 °C,24.045 °C,65.8 %RH,65.5 %RH
827,2014-07-22 19:30:57,24.047 °C,24.023 °C,65.8 %RH,65.8 %RH
828,2014-07-22 19:31:27,24.026 °C,24.005 °C,65.8 %RH,65.8 %RH
829,2014-07-22 19:31:57,24.007 °C,23.987 °C,65.8 %RH,65.8 %RH
830,2014-07-22 19:32:27,23.987 °C,23.970 °C,66.0 %RH,65.8 %RH
831,2014-07-22 19:32:57,23.970 °C,23.951 °C,66.0 %RH,65.8 %RH
832,2014-07-22 19:33:27,23.952 °C,23.938 °C,65.8 %RH,65.8 %RH
833,2014-07-22 19:33:57,23.933 °C,23.916 °C,66.0 %RH,66.0 %RH
834,2014-07-22 19:34:27,23.916 °C,23.898 °C,66.0 %RH,66.0 %RH
835,2014-07-22 19:34:57,23.898 °C,23.882 °C,66.0 %RH,66.0 %RH
836,2014-07-22 19:35:27,23.881 °C,23.864 °C,66.0 %RH,66.0 %RH
837,2014-07-22 19:35:57,23.864 °C,23.843 °C,66.3 %RH,66.0 %RH
838,2014-07-22 19:36:27,23.845 °C,23.829 °C,66.0 %RH,66.0 %RH
839,2014-07-22 19:36:57,23.829 °C,23.814 °C,66.3 %RH,66.3 %RH
840,2014-07-22 19:37:27,23.813 °C,23.794 °C,66.3 %RH,66.3 %RH
841,2014-07-22 19:37:57,23.797 °C,23.774 °C,66.3 %RH,66.3 %RH
842,2014-07-22 19:38:27,23.776 °C,23.762 °C,66.3 %RH,66.3 %RH
843,2014-07-22 19:38:57,23.756 °C,23.743 °C,66.3 %RH,66.3 %RH
844,2014-07-22 19:39:27,23.740 °C,23.726 °C,66.3 %RH,66.3 %RH
845,2014-07-22 19:39:57,23.726 °C,23.707 °C,66.3 %RH,66.3 %RH
846,2014-07-22 19:40:27,23.708 °C,23.692 °C,66.6 %RH,66.6 %RH
847,2014-07-22 19:40:57,23.694 °C,23.675 °C,66.6 %RH,66.6 %RH
848,2014-07-22 19:41:27,23.675 °C,23.659 °C,66.6 %RH,66.3 %RH
849,2014-07-22 19:41:57,23.659 °C,23.643 °C,66.6 %RH,66.6 %RH
850,2014-07-22 19:42:27,23.640 °C,23.627 °C,66.6 %RH,66.6 %RH
851,2014-07-22 19:42:57,23.628 °C,23.615 °C,66.6 %RH,66.6 %RH
852,2014-07-22 19:43:27,23.609 °C,23.594 °C,66.8 %RH,66.8 %RH
853,2014-07-22 19:43:57,23.592 °C,23.578 °C,66.8 %RH,66.6 %RH
854,2014-07-22 19:44:27,23.580 °C,23.563 °C,66.8 %RH,66.6 %RH
855,2014-07-22 19:44:57,23.565 °C,23.549 °C,66.8 %RH,66.6 %RH
856,2014-07-22 19:45:27,23.549 °C,23.534 °C,66.8 %RH,66.8 %RH
857,2014-07-22 19:45:57,23.535 °C,23.520 °C,66.8 %RH,66.8 %RH
858,2014-07-22 19:46:27,23.520 °C,23.496 °C,66.8 %RH,66.8 %RH
859,2014-07-22 19:46:57,23.501 °C,23.483 °C,67.1 %RH,67.1 %RH
860,2014-07-22 19:47:27,23.486 °C,23.469 °C,67.1 %RH,66.8 %RH
861,2014-07-22 19:47:57,23.470 °C,23.453 °C,67.1 %RH,66.8 %RH
862,2014-07-22 19:48:27,23.454 °C,23.440 °C,67.1 %RH,67.1 %RH
863,2014-07-22 19:48:57,23.443 °C,23.422 °C,67.1 %RH,67.1 %RH
864,2014-07-22 19:49:27,23.425 °C,23.409 °C,67.1 %RH,67.1 %RH
865,2014-07-22 19:49:57,23.409 °C,23.392 °C,67.1 %RH,67.1 %RH
866,2014-07-22 19:50:27,23.395 °C,23.382 °C,67.4 %RH,67.1 %RH
867,2014-07-22 19:50:57,23.379 °C,23.367 °C,67.4 %RH,67.1 %RH
868,2014-07-22 19:51:27,23.366 °C,23.350 °C,67.1 %RH,67.1 %RH
869,2014-07-22 19:51:57,23.351 °C,23.338 °C,67.4 %RH,67.1 %RH
870,2014-07-22 19:52:27,23.340 °C,23.324 °C,67.4 %RH,67.4 %RH
871,2014-07-22 19:52:57,23.322 °C,23.306 °C,67.4 %RH,67.4 %RH
872,2014-07-22 19:53:27,23.308 °C,23.293 °C,67.4 %RH,67.4 %RH
873,2014-07-22 19:53:57,23.292 °C,23.280 °C,67.4 %RH,67.4 %RH
874,2014-07-22 19:54:27,23.282 °C,23.261 °C,67.6 %RH,67.4 %RH
875,2014-07-22 19:54:57,23.267 °C,23.251 °C,67.6 %RH,67.4 %RH
876,2014-07-22 19:55:27,23.251 °C,23.237 °C,67.4 %RH,67.4 %RH
877,2014-07-22 19:55:57,23.238 °C,23.221 °C,67.6 %RH,67.6 %RH
878,2014-07-22 19:56:27,23.225 °C,23.209 °C,67.6 %RH,67.6 %RH
879,2014-07-22 19:56:57,23.211 °C,23.198 °C,67.6 %RH,67.6 %RH
880,2014-07-22 19:57:27,23.198 °C,23.182 °C,67.6 %RH,67.6 %RH
881,2014-07-22 19:57:57,23.185 °C,23.169 °C,67.6 %RH,67.4 %RH
882,2014-07-22 19:58:27,23.169 °C,23.159 °C,67.6 %RH,67.6 %RH
883,2014-07-22 19:58:57,23.156 °C,23.147 °C,67.6 %RH,67.6 %RH
884,2014-07-22 19:59:27,23.144 °C,23.128 °C,67.6 %RH,67.6 %RH
885,2014-07-22 19:59:57,23.130 °C,23.115 °C,67.6 %RH,67.6 %RH
886,2014-07-22 20:00:27,23.118 °C,23.099 °C,67.9 %RH,67.9 %RH
887,2014-07-22 20:00:57,23.104 °C,23.089 °C,67.9 %RH,67.9 %RH
888,2014-07-22 20:01:27,23.089 °C,23.076 °C,67.9 %RH,67.9 %RH
889,2014-07-22 20:01:57,23.077 °C,23.067 °C,67.9 %RH,67.9 %RH
890,2014-07-22 20:02:27,23.063 °C,23.051 °C,67.9 %RH,67.6 %RH
891,2014-07-22 20:02:57,23.051 °C,23.040 °C,67.9 %RH,67.6 %RH
892,2014-07-22 20:03:27,23.040 °C,23.028 °C,67.9 %RH,67.9 %RH
893,2014-07-22 20:03:57,23.027 °C,23.012 °C,67.9 %RH,67.9 %RH
894,2014-07-22 20:04:27,23.014 °C,23.001 °C,67.9 %RH,67.9 %RH
895,2014-07-22 20:04:57,23.002 °C,22.986 °C,67.9 %RH,67.9 %RH
896,2014-07-22 20:05:27,22.988 °C,22.976 °C,68.2 %RH,68.2 %RH
897,2014-07-22 20:05:57,22.976 °C,22.963 °C,68.2 %RH,67.9 %RH
898,2014-07-22 20:06:27,22.963 °C,22.952 °C,68.2 %RH,67.9 %RH
899,2014-07-22 20:06:57,22.950 °C,22.938 °C,68.2 %RH,67.9 %RH
900,2014-07-22 20:07:27,22.937 °C,22.927 °C,67.9 %RH,67.9 %RH
901,2014-07-22 20:07:57,22.928 °C,22.911 °C,68.2 %RH,68.2 %RH
902,2014-07-22 20:08:27,22.914 °C,22.901 °C,68.2 %RH,68.2 %RH
903,2014-07-22 20:08:57,22.901 °C,22.892 °C,68.2 %RH,68.2 %RH
904,2014-07-22 20:09:27,22.889 °C,22.876 °C,68.2 %RH,68.2 %RH
905,2014-07-22 20:09:57,22.878 °C,22.865 °C,68.4 %RH,68.4 %RH
906,2014-07-22 20:10:27,22.865 °C,22.855 °C,68.4 %RH,68.2 %RH
907,2014-07-22 20:10:57,22.856 °C,22.839 °C,68.4 %RH,68.2 %RH
908,2014-07-22 20:11:27,22.843 °C,22.831 °C,68.2 %RH,68.2 %RH
909,2014-07-22 20:11:57,22.829 °C,22.815 °C,68.4 %RH,68.4 %RH
910,2014-07-22 20:12:27,22.818 °C,22.804 °C,68.4 %RH,68.4 %RH
911,2014-07-22 20:12:57,22.808 °C,22.798 °C,68.4 %RH,68.4 %RH
912,2014-07-22 20:13:27,22.794 °C,22.784 °C,68.4 %RH,68.4 %RH
913,2014-07-22 20:13:57,22.784 °C,22.769 °C,68.4 %RH,68.4 %RH
914,2014-07-22 20:14:27,22.772 °C,22.758 °C,68.7 %RH,68.4 %RH
915,2014-07-22 20:14:57,22.762 °C,22.749 °C,68.7 %RH,68.7 %RH
916,2014-07-22 20:15:27,22.749 °C,22.739 °C,68.7 %RH,68.4 %RH
917,2014-07-22 20:15:57,22.737 °C,22.727 °C,68.4 %RH,68.4 %RH
918,2014-07-22 20:16:27,22.727 °C,22.716 °C,68.4 %RH,68.4 %RH
919,2014-07-22 20:16:57,22.719 °C,22.706 °C,68.7 %RH,68.7 %RH
920,2014-07-22 20:17:27,22.706 °C,22.695 °C,68.7 %RH,68.7 %RH
921,2014-07-22 20:17:57,22.693 °C,22.682 °C,68.7 %RH,68.7 %RH
922,2014-07-22 20:18:27,22.685 °C,22.675 °C,68.7 %RH,68.7 %RH
923,2014-07-22 20:18:57,22.674 °C,22.659 °C,68.7 %RH,68.7 %RH
924,2014-07-22 20:19:27,22.661 °C,22.649 °C,68.7 %RH,68.4 %RH
925,2014-07-22 20:19:57,22.652 °C,22.638 °C,68.7 %RH,68.7 %RH
926,2014-07-22 20:20:27,22.641 °C,22.630 °C,68.7 %RH,68.7 %RH
927,2014-07-22 20:20:57,22.629 °C,22.616 °C,68.7 %RH,68.7 %RH
928,2014-07-22 20:21:27,22.619 °C,22.607 °C,69.0 %RH,69.0 %RH
929,2014-07-22 20:21:57,22.607 °C,22.594 °C,69.0 %RH,69.0 %RH
930,2014-07-22 20:22:27,22.599 °C,22.584 °C,69.0 %RH,69.0 %RH
931,2014-07-22 20:22:57,22.586 °C,22.575 °C,69.0 %RH,68.7 %RH
932,2014-07-22 20:23:27,22.575 °C,22.564 °C,69.0 %RH,69.0 %RH
933,2014-07-22 20:23:57,22.567 °C,22.557 °C,69.0 %RH,68.7 %RH
934,2014-07-22 20:24:27,22.557 °C,22.545 °C,69.0 %RH,69.0 %RH
935,2014-07-22 20:24:57,22.547 °C,22.534 °C,69.0 %RH,69.0 %RH
936,2014-07-22 20:25:27,22.536 °C,22.525 °C,69.0 %RH,69.0 %RH
937,2014-07-22 20:25:57,22.525 °C,22.515 °C,69.0 %RH,69.0 %RH
938,2014-07-22 20:26:27,22.515 °C,22.502 °C,69.0 %RH,69.0 %RH
939,2014-07-22 20:26:57,22.508 °C,22.495 °C,69.0 %RH,69.0 %RH
940,2014-07-22 20:27:27,22.499 °C,22.487 °C,69.2 %RH,69.2 %RH
941,2014-07-22 20:27:57,22.487 °C,22.482 °C,69.2 %RH,69.2 %RH
942,2014-07-22 20:28:27,22.479 °C,22.466 °C,69.2 %RH,69.0 %RH
943,2014-07-22 20:28:57,22.467 °C,22.456 °C,69.2 %RH,69.0 %RH
944,2014-07-22 20:29:27,22.460 °C,22.448 °C,69.2 %RH,69.2 %RH
945,2014-07-22 20:29:57,22.448 °C,22.437 °C,69.2 %RH,69.2 %RH
946,2014-07-22 20:30:27,22.437 °C,22.428 °C,69.2 %RH,69.2 %RH
947,2014-07-22 20:30:57,22.430 °C,22.419 °C,69.2 %RH,69.2 %RH
948,2014-07-22 20:31:27,22.422 °C,22.409 °C,69.2 %RH,69.2 %RH
949,2014-07-22 20:31:57,22.409 °C,22.399 °C,69.2 %RH,69.2 %RH
950,2014-07-22 20:32:27,22.401 °C,22.388 °C,69.5 %RH,69.5 %RH
951,2014-07-22 20:32:57,22.392 °C,22.380 °C,69.5 %RH,69.5 %RH
952,2014-07-22 20:33:27,22.382 °C,22.372 °C,69.5 %RH,69.5 %RH
953,2014-07-22 20:33:57,22.372 °C,22.366 °C,69.5 %RH,69.2 %RH
954,2014-07-22 20:34:27,22.363 °C,22.354 °C,69.2 %RH,69.2 %RH
955,2014-07-22 20:34:57,22.354 °C,22.346 °C,69.5 %RH,69.2 %RH
956,2014-07-22 20:35:27,22.346 °C,22.336 °C,69.5 %RH,69.5 %RH
957,2014-07-22 20:35:57,22.337 °C,22.324 °C,69.5 %RH,69.5 %RH
958,2014-07-22 20:36:27,22.327 °C,22.318 °C,69.5 %RH,69.5 %RH
959,2014-07-22 20:36:57,22.320 °C,22.308 °C,69.5 %RH,69.5 %RH
960,2014-07-22 20:37:27,22.311 °C,22.300 °C,69.5 %RH,69.5 %RH
961,2014-07-22 20:37:57,22.302 °C,22.289 °C,69.8 %RH,69.5 %RH
962,2014-07-22 20:38:27,22.292 °C,22.282 °C,69.8 %RH,69.8 %RH
963,2014-07-22 20:38:57,22.285 °C,22.275 °C,69.8 %RH,69.5 %RH
964,2014-07-22 20:39:27,22.275 °C,22.263 °C,69.5 %RH,69.5 %RH
965,2014-07-22 20:39:57,22.266 °C,22.261 °C,69.5 %RH,69.5 %RH
966,2014-07-22 20:40:27,22.258 °C,22.248 °C,69.5 %RH,69.5 %RH
967,2014-07-22 20:40:57,22.250 °C,22.240 °C,69.8 %RH,69.8 %RH
968,2014-07-22 20:41:27,22.240 °C,22.229 °C,69.8 %RH,69.8 %RH
969,2014-07-22 20:41:57,22.233 °C,22.223 °C,69.8 %RH,69.8 %RH
970,2014-07-22 20:42:27,22.224 °C,22.217 °C,69.8 %RH,69.8 %RH
971,2014-07-22 20:42:57,22.217 °C,22.207 °C,69.8 %RH,69.5 %RH
972,2014-07-22 20:43:27,22.207 °C,22.198 °C,69.8 %RH,69.5 %RH
973,2014-07-22 20:43:57,22.200 °C,22.191 °C,69.8 %RH,69.8 %RH
974,2014-07-22 20:44:27,22.193 °C,22.183 °C,69.8 %RH,69.8 %RH
975,2014-07-22 20:44:57,22.184 °C,22.177 °C,69.8 %RH,69.8 %RH
976,2014-07-22 20:45:27,22.175 °C,22.168 °C,69.8 %RH,69.8 %RH
977,2014-07-22 20:45:57,22.167 °C,22.162 °C,69.8 %RH,69.8 %RH
978,2014-07-22 20:46:27,22.161 °C,22.151 °C,69.8 %RH,69.8 %RH
979,2014-07-22 20:46:57,22.151 °C,22.144 °C,70.0 %RH,70.0 %RH
980,2014-07-22 20:47:27,22.145 °C,22.138 °C,70.0 %RH,70.0 %RH
981,2014-07-22 20:47:57,22.133 °C,22.128 °C,70.0 %RH,70.0 %RH
982,2014-07-22 20:48:27,22.128 °C,22.119 °C,70.0 %RH,69.8 %RH
983,2014-07-22 20:48:57,22.122 °C,22.116 °C,70.0 %RH,69.8 %RH
984,2014-07-22 20:49:27,22.115 °C,22.106 °C,70.0 %RH,69.8 %RH
985,2014-07-22 20:49:57,22.106 °C,22.097 °C,69.8 %RH,69.8 %RH
986,2014-07-22 20:50:27,22.097 °C,22.084 °C,70.0 %RH,70.0 %RH
987,2014-07-22 20:50:57,22.089 °C,22.082 °C,70.0 %RH,70.0 %RH
988,2014-07-22 20:51:27,22.083 °C,22.073 °C,70.0 %RH,70.0 %RH
989,2014-07-22 20:51:57,22.074 °C,22.067 °C,70.0 %RH,70.0 %RH
990,2014-07-22 20:52:27,22.067 °C,22.061 °C,70.0 %RH,70.0 %RH
991,2014-07-22 20:52:57,22.061 °C,22.051 °C,70.0 %RH,70.0 %RH
992,2014-07-22 20:53:27,22.056 °C,22.043 °C,70.3 %RH,70.0 %RH
993,2014-07-22 20:53:57,22.047 °C,22.035 °C,70.3 %RH,70.3 %RH
994,2014-07-22 20:54:27,22.040 °C,22.030 °C,70.3 %RH,70.3 %RH
995,2014-07-22 20:54:57,22.031 °C,22.021 °C,70.3 %RH,70.0 %RH
996,2014-07-22 20:55:27,22.022 °C,22.017 °C,70.0 %RH,70.0 %RH
997,2014-07-22 20:55:57,22.019 °C,22.007 °C,70.0 %RH,70.0 %RH
998,2014-07-22 20:56:27,22.009 °C,22.001 °C,70.0 %RH,70.0 %RH
999,2014-07-22 20:56:57,22.001 °C,21.994 °C,70.3 %RH,70.3 %RH
1000,2014-07-22 20:57:27,21.995 °C,21.989 °C,70.3 %RH,70.3 %RH
1001,2014-07-22 20:57:57,21.988 °C,21.981 °C,70.3 %RH,70.3 %RH
1002,2014-07-22 20:58:27,21.982 °C,21.976 °C,70.3 %RH,70.3 %RH
1003,2014-07-22 20:58:57,21.978 °C,21.972 °C,70.3 %RH,70.3 %RH
1004,2014-07-22 20:59:27,21.970 °C,21.963 °C,70.3 %RH,70.3 %RH
1005,2014-07-22 20:59:57,21.965 °C,21.956 °C,70.3 %RH,70.3 %RH
1006,2014-07-22 21:00:27,21.956 °C,21.950 °C,70.6 %RH,70.6 %RH
