,Time,1,2,3,4
S/N,,720479,720479,720479,720479
Type,,TGP-4500,TGP-4500,TGP-4500,TGP-4500
Description,,Light Interception #2,Light Interception #2,Light Interception #2,Light Interception #2
Property,,Maximum Temperature,Temperature,Maximum Humidity,Humidity
2207,2014-07-23 07:00:57,21.171 °C,21.166 °C,74.1 %RH,74.1 %RH
2208,2014-07-23 07:01:27,21.172 °C,21.169 °C,74.1 %RH,74.1 %RH
2209,2014-07-23 07:01:57,21.172 °C,21.171 °C,74.1 %RH,74.1 %RH
2210,2014-07-23 07:02:27,21.176 °C,21.172 °C,74.1 %RH,74.1 %RH
2211,2014-07-23 07:02:57,21.178 °C,21.174 °C,74.1 %RH,74.1 %RH
2212,2014-07-23 07:03:27,21.178 °C,21.174 °C,74.1 %RH,74.1 %RH
2213,2014-07-23 07:03:57,21.179 °C,21.178 °C,74.1 %RH,74.1 %RH
2214,2014-07-23 07:04:27,21.181 °C,21.179 °C,74.1 %RH,73.9 %RH
2215,2014-07-23 07:04:57,21.184 °C,21.181 °C,74.1 %RH,73.9 %RH
2216,2014-07-23 07:05:27,21.185 °C,21.182 °C,74.1 %RH,73.9 %RH
2217,2014-07-23 07:05:57,21.187 °C,21.184 °C,74.1 %RH,74.1 %RH
2218,2014-07-23 07:06:27,21.187 °C,21.184 °C,74.1 %RH,73.9 %RH
2219,2014-07-23 07:06:57,21.188 °C,21.185 °C,74.1 %RH,74.1 %RH
2220,2014-07-23 07:07:27,21.191 °C,21.188 °C,74.1 %RH,74.1 %RH
2221,2014-07-23 07:07:57,21.192 °C,21.189 °C,74.1 %RH,74.1 %RH
2222,2014-07-23 07:08:27,21.195 °C,21.192 °C,74.1 %RH,74.1 %RH
2223,2014-07-23 07:08:57,21.197 °C,21.197 °C,74.1 %RH,74.1 %RH
2224,2014-07-23 07:09:27,21.199 °C,21.199 °C,74.1 %RH,74.1 %RH
2225,2014-07-23 07:09:57,21.201 °C,21.198 °C,74.1 %RH,73.9 %RH
2226,2014-07-23 07:10:27,21.202 °C,21.202 °C,74.1 %RH,74.1 %RH
2227,2014-07-23 07:10:57,21.205 °C,21.202 °C,74.1 %RH,74.1 %RH
2228,2014-07-23 07:11:27,21.205 °C,21.202 °C,74.1 %RH,74.1 %RH
2229,2014-07-23 07:11:57,21.207 °C,21.204 °C,74.1 %RH,74.1 %RH
2230,2014-07-23 07:12:27,21.208 °C,21.205 °C,74.1 %RH,74.1 %RH
2231,2014-07-23 07:12:57,21.212 °C,21.212 °C,74.1 %RH,74.1 %RH
2232,2014-07-23 07:13:27,21.214 °C,21.210 °C,74.1 %RH,74.1 %RH
2233,2014-07-23 07:13:57,21.214 °C,21.212 °C,74.1 %RH,74.1 %RH
2234,2014-07-23 07:14:27,21.215 °C,21.214 °C,74.1 %RH,74.1 %RH
2235,2014-07-23 07:14:57,21.217 °C,21.215 °C,74.1 %RH,74.1 %RH
2236,2014-07-23 07:15:27,21.218 °C,21.218 °C,74.1 %RH,74.1 %RH
2237,2014-07-23 07:15:57,21.223 °C,21.218 °C,74.1 %RH,74.1 %RH
2238,2014-07-23 07:16:27,21.225 °C,21.224 °C,74.1 %RH,74.1 %RH
2239,2014-07-23 07:16:57,21.225 °C,21.220 °C,74.1 %RH,74.1 %RH
2240,2014-07-23 07:17:27,21.225 °C,21.225 °C,74.1 %RH,74.1 %RH
2241,2014-07-23 07:17:57,21.227 °C,21.221 °C,74.1 %RH,74.1 %RH
2242,2014-07-23 07:18:27,21.230 °C,21.225 °C,74.1 %RH,74.1 %RH
2243,2014-07-23 07:18:57,21.233 °C,21.230 °C,74.1 %RH,74.1 %RH
2244,2014-07-23 07:19:27,21.233 °C,21.231 °C,74.1 %RH,74.1 %RH
2245,2014-07-23 07:19:57,21.234 °C,21.234 °C,74.1 %RH,74.1 %RH
2246,2014-07-23 07:20:27,21.237 °C,21.237 °C,74.1 %RH,74.1 %RH
2247,2014-07-23 07:20:57,21.238 °C,21.235 °C,74.1 %RH,74.1 %RH
2248,2014-07-23 07:21:27,21.241 °C,21.240 °C,74.1 %RH,74.1 %RH
2249,2014-07-23 07:21:57,21.244 °C,21.240 °C,74.1 %RH,74.1 %RH
2250,2014-07-23 07:22:27,21.243 °C,21.241 °C,74.1 %RH,74.1 %RH
2251,2014-07-23 07:22:57,21.246 °C,21.244 °C,74.1 %RH,74.1 %RH
2252,2014-07-23 07:23:27,21.250 °C,21.250 °C,74.1 %RH,74.1 %RH
2253,2014-07-23 07:23:57,21.250 °C,21.250 °C,74.1 %RH,74.1 %RH
2254,2014-07-23 07:24:27,21.251 °C,21.247 °C,74.1 %RH,74.1 %RH
2255,2014-07-23 07:24:57,21.256 °C,21.253 °C,74.1 %RH,74.1 %RH
2256,2014-07-23 07:25:27,21.256 °C,21.254 °C,74.1 %RH,74.1 %RH
2257,2014-07-23 07:25:57,21.259 °C,21.253 °C,74.1 %RH,74.1 %RH
2258,2014-07-23 07:26:27,21.260 °C,21.259 °C,74.1 %RH,74.1 %RH
2259,2014-07-23 07:26:57,21.260 °C,21.259 °C,74.1 %RH,74.1 %RH
2260,2014-07-23 07:27:27,21.261 °C,21.260 °C,74.1 %RH,74.1 %RH
2261,2014-07-23 07:27:57,21.264 °C,21.264 °C,74.1 %RH,74.1 %RH
2262,2014-07-23 07:28:27,21.266 °C,21.264 °C,74.1 %RH,74.1 %RH
2263,2014-07-23 07:28:57,21.269 °C,21.263 °C,74.1 %RH,74.1 %RH
2264,2014-07-23 07:29:27,21.267 °C,21.267 °C,74.1 %RH,74.1 %RH
2265,2014-07-23 07:29:57,21.270 °C,21.269 °C,74.1 %RH,74.1 %RH
2266,2014-07-23 07:30:27,21.273 °C,21.270 °C,74.1 %RH,74.1 %RH
2267,2014-07-23 07:30:57,21.274 °C,21.270 °C,74.1 %RH,74.1 %RH
2268,2014-07-23 07:31:27,21.279 °C,21.271 °C,74.1 %RH,74.1 %RH
2269,2014-07-23 07:31:57,21.280 °C,21.276 °C,74.1 %RH,74.1 %RH
2270,2014-07-23 07:32:27,21.282 °C,21.280 °C,74.1 %RH,74.1 %RH
2271,2014-07-23 07:32:57,21.282 °C,21.276 °C,74.1 %RH,74.1 %RH
2272,2014-07-23 07:33:27,21.286 °C,21.280 °C,74.1 %RH,74.1 %RH
2273,2014-07-23 07:33:57,21.286 °C,21.284 °C,74.4 %RH,74.1 %RH
2274,2014-07-23 07:34:27,21.289 °C,21.289 °C,74.4 %RH,74.1 %RH
2275,2014-07-23 07:34:57,21.289 °C,21.289 °C,74.4 %RH,74.1 %RH
2276,2014-07-23 07:35:27,21.293 °C,21.287 °C,74.4 %RH,74.1 %RH
2277,2014-07-23 07:35:57,21.293 °C,21.287 °C,74.4 %RH,74.1 %RH
2278,2014-07-23 07:36:27,21.292 °C,21.290 °C,74.4 %RH,74.1 %RH
2279,2014-07-23 07:36:57,21.296 °C,21.293 °C,74.1 %RH,74.1 %RH
2280,2014-07-23 07:37:27,21.297 °C,21.297 °C,74.4 %RH,74.1 %RH
2281,2014-07-23 07:37:57,21.300 °C,21.299 °C,74.4 %RH,74.1 %RH
2282,2014-07-23 07:38:27,21.302 °C,21.302 °C,74.4 %RH,74.4 %RH
2283,2014-07-23 07:38:57,21.303 °C,21.302 °C,74.4 %RH,74.4 %RH
2284,2014-07-23 07:39:27,21.305 °C,21.303 °C,74.4 %RH,74.4 %RH
2285,2014-07-23 07:39:57,21.307 °C,21.306 °C,74.4 %RH,74.4 %RH
2286,2014-07-23 07:40:27,21.309 °C,21.307 °C,74.4 %RH,74.4 %RH
2287,2014-07-23 07:40:57,21.312 °C,21.312 °C,74.4 %RH,74.4 %RH
2288,2014-07-23 07:41:27,21.312 °C,21.310 °C,74.4 %RH,74.4 %RH
2289,2014-07-23 07:41:57,21.313 °C,21.312 °C,74.4 %RH,74.4 %RH
2290,2014-07-23 07:42:27,21.315 °C,21.315 °C,74.4 %RH,74.4 %RH
2291,2014-07-23 07:42:57,21.318 °C,21.318 °C,74.4 %RH,74.4 %RH
2292,2014-07-23 07:43:27,21.320 °C,21.316 °C,74.4 %RH,74.4 %RH
2293,2014-07-23 07:43:57,21.323 °C,21.319 °C,74.4 %RH,74.4 %RH
2294,2014-07-23 07:44:27,21.322 °C,21.319 °C,74.4 %RH,74.4 %RH
2295,2014-07-23 07:44:57,21.325 °C,21.323 °C,74.4 %RH,74.4 %RH
2296,2014-07-23 07:45:27,21.326 °C,21.322 °C,74.4 %RH,74.4 %RH
2297,2014-07-23 07:45:57,21.328 °C,21.328 °C,74.4 %RH,74.4 %RH
2298,2014-07-23 07:46:27,21.332 °C,21.329 °C,74.4 %RH,74.4 %RH
2299,2014-07-23 07:46:57,21.333 °C,21.333 °C,74.4 %RH,74.4 %RH
2300,2014-07-23 07:47:27,21.335 °C,21.331 °C,74.4 %RH,74.4 %RH
2301,2014-07-23 07:47:57,21.335 °C,21.332 °C,74.4 %RH,74.4 %RH
2302,2014-07-23 07:48:27,21.335 °C,21.333 °C,74.4 %RH,74.4 %RH
2303,2014-07-23 07:48:57,21.342 °C,21.333 °C,74.4 %RH,74.4 %RH
2304,2014-07-23 07:49:27,21.345 °C,21.341 °C,74.4 %RH,74.4 %RH
2305,2014-07-23 07:49:57,21.343 °C,21.342 °C,74.4 %RH,74.4 %RH
2306,2014-07-23 07:50:27,21.343 °C,21.341 °C,74.4 %RH,74.4 %RH
2307,2014-07-23 07:50:57,21.348 °C,21.345 °C,74.4 %RH,74.4 %RH
2308,2014-07-23 07:51:27,21.348 °C,21.345 °C,74.4 %RH,74.4 %RH
2309,2014-07-23 07:51:57,21.349 °C,21.348 °C,74.4 %RH,74.4 %RH
2310,2014-07-23 07:52:27,21.351 °C,21.348 °C,74.4 %RH,74.4 %RH
2311,2014-07-23 07:52:57,21.354 °C,21.351 °C,74.4 %RH,74.4 %RH
2312,2014-07-23 07:53:27,21.355 °C,21.351 °C,74.4 %RH,74.4 %RH
2313,2014-07-23 07:53:57,21.356 °C,21.354 °C,74.4 %RH,74.4 %RH
2314,2014-07-23 07:54:27,21.359 °C,21.352 °C,74.4 %RH,74.4 %RH
2315,2014-07-23 07:54:57,21.359 °C,21.359 °C,74.4 %RH,74.4 %RH
2316,2014-07-23 07:55:27,21.362 °C,21.361 °C,74.4 %RH,74.4 %RH
2317,2014-07-23 07:55:57,21.364 °C,21.364 °C,74.4 %RH,74.4 %RH
2318,2014-07-23 07:56:27,21.365 °C,21.362 °C,74.4 %RH,74.4 %RH
2319,2014-07-23 07:56:57,21.368 °C,21.364 °C,74.4 %RH,74.4 %RH
2320,2014-07-23 07:57:27,21.368 °C,21.367 °C,74.4 %RH,74.4 %RH
2321,2014-07-23 07:57:57,21.372 °C,21.367 °C,74.4 %RH,74.4 %RH
2322,2014-07-23 07:58:27,21.374 °C,21.368 °C,74.4 %RH,74.1 %RH
2323,2014-07-23 07:58:57,21.375 °C,21.369 °C,74.4 %RH,74.1 %RH
2324,2014-07-23 07:59:27,21.374 °C,21.372 °C,74.4 %RH,74.1 %RH
2325,2014-07-23 07:59:57,21.377 °C,21.374 °C,74.4 %RH,74.1 %RH
2326,2014-07-23 08:00:27,21.379 °C,21.378 °C,74.4 %RH,74.1 %RH
2327,2014-07-23 08:00:57,21.381 °C,21.378 °C,74.1 %RH,74.1 %RH
2328,2014-07-23 08:01:27,21.382 °C,21.379 °C,74.1 %RH,74.1 %RH
2329,2014-07-23 08:01:57,21.384 °C,21.381 °C,74.1 %RH,74.1 %RH
2330,2014-07-23 08:02:27,21.385 °C,21.385 °C,74.1 %RH,74.1 %RH
2331,2014-07-23 08:02:57,21.390 °C,21.390 °C,74.1 %RH,74.1 %RH
2332,2014-07-23 08:03:27,21.391 °C,21.388 °C,74.1 %RH,74.1 %RH
2333,2014-07-23 08:03:57,21.391 °C,21.390 °C,74.1 %RH,74.1 %RH
2334,2014-07-23 08:04:27,21.392 °C,21.391 °C,74.1 %RH,74.1 %RH
2335,2014-07-23 08:04:57,21.395 °C,21.390 °C,74.1 %RH,74.1 %RH
2336,2014-07-23 08:05:27,21.398 °C,21.395 °C,74.1 %RH,74.1 %RH
2337,2014-07-23 08:05:57,21.400 °C,21.397 °C,74.4 %RH,74.1 %RH
2338,2014-07-23 08:06:27,21.398 °C,21.395 °C,74.1 %RH,74.1 %RH
2339,2014-07-23 08:06:57,21.400 °C,21.397 °C,74.1 %RH,74.1 %RH
2340,2014-07-23 08:07:27,21.401 °C,21.400 °C,74.1 %RH,74.1 %RH
2341,2014-07-23 08:07:57,21.407 °C,21.400 °C,74.1 %RH,74.1 %RH
2342,2014-07-23 08:08:27,21.405 °C,21.403 °C,74.4 %RH,74.1 %RH
2343,2014-07-23 08:08:57,21.407 °C,21.407 °C,74.4 %RH,74.1 %RH
2344,2014-07-23 08:09:27,21.410 °C,21.410 °C,74.4 %RH,74.1 %RH
2345,2014-07-23 08:09:57,21.411 °C,21.411 °C,74.4 %RH,74.4 %RH
2346,2014-07-23 08:10:27,21.414 °C,21.411 °C,74.4 %RH,74.4 %RH
2347,2014-07-23 08:10:57,21.414 °C,21.411 °C,74.4 %RH,74.4 %RH
2348,2014-07-23 08:11:27,21.415 °C,21.414 °C,74.4 %RH,74.4 %RH
2349,2014-07-23 08:11:57,21.417 °C,21.414 °C,74.4 %RH,74.4 %RH
2350,2014-07-23 08:12:27,21.418 °C,21.417 °C,74.4 %RH,74.4 %RH
2351,2014-07-23 08:12:57,21.423 °C,21.418 °C,74.4 %RH,74.4 %RH
2352,2014-07-23 08:13:27,21.423 °C,21.421 °C,74.4 %RH,74.4 %RH
2353,2014-07-23 08:13:57,21.426 °C,21.421 °C,74.4 %RH,74.4 %RH
2354,2014-07-23 08:14:27,21.426 °C,21.426 °C,74.4 %RH,74.4 %RH
2355,2014-07-23 08:14:57,21.430 °C,21.426 °C,74.4 %RH,74.4 %RH
2356,2014-07-23 08:15:27,21.428 °C,21.428 °C,74.4 %RH,74.4 %RH
2357,2014-07-23 08:15:57,21.433 °C,21.430 °C,74.4 %RH,74.4 %RH
2358,2014-07-23 08:16:27,21.434 °C,21.430 °C,74.4 %RH,74.4 %RH
2359,2014-07-23 08:16:57,21.434 °C,21.430 °C,74.4 %RH,74.4 %RH
2360,2014-07-23 08:17:27,21.436 °C,21.431 °C,74.4 %RH,74.4 %RH
2361,2014-07-23 08:17:57,21.437 °C,21.434 °C,74.4 %RH,74.4 %RH
2362,2014-07-23 08:18:27,21.439 °C,21.437 °C,74.4 %RH,74.4 %RH
2363,2014-07-23 08:18:57,21.441 °C,21.439 °C,74.4 %RH,74.4 %RH
2364,2014-07-23 08:19:27,21.443 °C,21.439 °C,74.4 %RH,74.4 %RH
2365,2014-07-23 08:19:57,21.446 °C,21.446 °C,74.4 %RH,74.4 %RH
2366,2014-07-23 08:20:27,21.447 °C,21.446 °C,74.4 %RH,74.4 %RH
2367,2014-07-23 08:20:57,21.450 °C,21.447 °C,74.4 %RH,74.4 %RH
2368,2014-07-23 08:21:27,21.451 °C,21.451 °C,74.4 %RH,74.4 %RH
2369,2014-07-23 08:21:57,21.453 °C,21.451 °C,74.4 %RH,74.4 %RH
2370,2014-07-23 08:22:27,21.453 °C,21.450 °C,74.4 %RH,74.4 %RH
2371,2014-07-23 08:22:57,21.456 °C,21.453 °C,74.4 %RH,74.4 %RH
2372,2014-07-23 08:23:27,21.457 °C,21.451 °C,74.4 %RH,74.4 %RH
2373,2014-07-23 08:23:57,21.457 °C,21.456 °C,74.4 %RH,74.4 %RH
2374,2014-07-23 08:24:27,21.462 °C,21.457 °C,74.4 %RH,74.4 %RH
2375,2014-07-23 08:24:57,21.464 °C,21.460 °C,74.4 %RH,74.4 %RH
2376,2014-07-23 08:25:27,21.464 °C,21.460 °C,74.4 %RH,74.4 %RH
2377,2014-07-23 08:25:57,21.466 °C,21.464 °C,74.4 %RH,74.4 %RH
2378,2014-07-23 08:26:27,21.467 °C,21.463 °C,74.4 %RH,74.4 %RH
2379,2014-07-23 08:26:57,21.469 °C,21.467 °C,74.4 %RH,74.4 %RH
2380,2014-07-23 08:27:27,21.470 °C,21.469 °C,74.4 %RH,74.4 %RH
2381,2014-07-23 08:27:57,21.472 °C,21.470 °C,74.4 %RH,74.4 %RH
2382,2014-07-23 08:28:27,21.473 °C,21.469 °C,74.4 %RH,74.4 %RH
2383,2014-07-23 08:28:57,21.475 °C,21.470 °C,74.4 %RH,74.4 %RH
2384,2014-07-23 08:29:27,21.475 °C,21.470 °C,74.4 %RH,74.4 %RH
2385,2014-07-23 08:29:57,21.477 °C,21.473 °C,74.4 %RH,74.4 %RH
2386,2014-07-23 08:30:27,21.476 °C,21.476 °C,74.4 %RH,74.4 %RH
2387,2014-07-23 08:30:57,21.479 °C,21.477 °C,74.4 %RH,74.4 %RH
2388,2014-07-23 08:31:27,21.482 °C,21.477 °C,74.4 %RH,74.4 %RH
2389,2014-07-23 08:31:57,21.485 °C,21.480 °C,74.4 %RH,74.4 %RH
2390,2014-07-23 08:32:27,21.488 °C,21.479 °C,74.4 %RH,74.4 %RH
2391,2014-07-23 08:32:57,21.486 °C,21.485 °C,74.4 %RH,74.4 %RH
2392,2014-07-23 08:33:27,21.489 °C,21.488 °C,74.4 %RH,74.4 %RH
2393,2014-07-23 08:33:57,21.492 °C,21.488 °C,74.7 %RH,74.4 %RH
2394,2014-07-23 08:34:27,21.495 °C,21.495 °C,74.4 %RH,74.4 %RH
2395,2014-07-23 08:34:57,21.496 °C,21.496 °C,74.4 %RH,74.4 %RH
2396,2014-07-23 08:35:27,21.498 °C,21.496 °C,74.4 %RH,74.4 %RH
2397,2014-07-23 08:35:57,21.499 °C,21.498 °C,74.4 %RH,74.4 %RH
2398,2014-07-23 08:36:27,21.505 °C,21.500 °C,74.4 %RH,74.4 %RH
2399,2014-07-23 08:36:57,21.509 °C,21.502 °C,74.4 %RH,74.4 %RH
2400,2014-07-23 08:37:27,21.509 °C,21.505 °C,74.7 %RH,74.4 %RH
2401,2014-07-23 08:37:57,21.508 °C,21.506 °C,74.7 %RH,74.7 %RH
2402,2014-07-23 08:38:27,21.512 °C,21.509 °C,74.7 %RH,74.7 %RH
2403,2014-07-23 08:38:57,21.515 °C,21.513 °C,74.7 %RH,74.7 %RH
2404,2014-07-23 08:39:27,21.516 °C,21.516 °C,74.7 %RH,74.7 %RH
2405,2014-07-23 08:39:57,21.519 °C,21.518 °C,74.7 %RH,74.7 %RH
2406,2014-07-23 08:40:27,21.522 °C,21.521 °C,74.7 %RH,74.7 %RH
2407,2014-07-23 08:40:57,21.524 °C,21.522 °C,74.7 %RH,74.7 %RH
2408,2014-07-23 08:41:27,21.526 °C,21.526 °C,74.7 %RH,74.7 %RH
2409,2014-07-23 08:41:57,21.529 °C,21.528 °C,74.7 %RH,74.7 %RH
2410,2014-07-23 08:42:27,21.534 °C,21.529 °C,74.7 %RH,74.7 %RH
2411,2014-07-23 08:42:57,21.534 °C,21.531 °C,74.7 %RH,74.4 %RH
2412,2014-07-23 08:43:27,21.538 °C,21.536 °C,74.7 %RH,74.4 %RH
2413,2014-07-23 08:43:57,21.539 °C,21.538 °C,74.7 %RH,74.4 %RH
2414,2014-07-23 08:44:27,21.542 °C,21.542 °C,74.4 %RH,74.4 %RH
2415,2014-07-23 08:44:57,21.544 °C,21.541 °C,74.4 %RH,74.4 %RH
2416,2014-07-23 08:45:27,21.547 °C,21.547 °C,74.4 %RH,74.4 %RH
2417,2014-07-23 08:45:57,21.551 °C,21.548 °C,74.4 %RH,74.4 %RH
2418,2014-07-23 08:46:27,21.552 °C,21.551 °C,74.4 %RH,74.4 %RH
2419,2014-07-23 08:46:57,21.555 °C,21.551 °C,74.4 %RH,74.4 %RH
2420,2014-07-23 08:47:27,21.558 °C,21.555 °C,74.4 %RH,74.4 %RH
2421,2014-07-23 08:47:57,21.561 °C,21.558 °C,74.4 %RH,74.4 %RH
2422,2014-07-23 08:48:27,21.562 °C,21.560 °C,74.4 %RH,74.4 %RH
2423,2014-07-23 08:48:57,21.567 °C,21.564 °C,74.4 %RH,74.4 %RH
2424,2014-07-23 08:49:27,21.568 °C,21.567 °C,74.4 %RH,74.4 %RH
2425,2014-07-23 08:49:57,21.571 °C,21.570 °C,74.4 %RH,74.4 %RH
2426,2014-07-23 08:50:27,21.573 °C,21.571 °C,74.4 %RH,74.4 %RH
2427,2014-07-23 08:50:57,21.577 °C,21.574 °C,74.4 %RH,74.4 %RH
2428,2014-07-23 08:51:27,21.577 °C,21.577 °C,74.4 %RH,74.4 %RH
2429,2014-07-23 08:51:57,21.578 °C,21.577 °C,74.4 %RH,74.4 %RH
2430,2014-07-23 08:52:27,21.581 °C,21.577 °C,74.4 %RH,74.4 %RH
2431,2014-07-23 08:52:57,21.584 °C,21.580 °C,74.4 %RH,74.4 %RH
2432,2014-07-23 08:53:27,21.587 °C,21.584 °C,74.4 %RH,74.4 %RH
2433,2014-07-23 08:53:57,21.588 °C,21.585 °C,74.4 %RH,74.4 %RH
2434,2014-07-23 08:54:27,21.590 °C,21.588 °C,74.4 %RH,74.4 %RH
2435,2014-07-23 08:54:57,21.594 °C,21.594 °C,74.4 %RH,74.4 %RH
2436,2014-07-23 08:55:27,21.594 °C,21.591 °C,74.4 %RH,74.4 %RH
2437,2014-07-23 08:55:57,21.596 °C,21.593 °C,74.4 %RH,74.4 %RH
2438,2014-07-23 08:56:27,21.598 °C,21.594 °C,74.4 %RH,74.4 %RH
2439,2014-07-23 08:56:57,21.600 °C,21.600 °C,74.4 %RH,74.4 %RH
2440,2014-07-23 08:57:27,21.606 °C,21.606 °C,74.4 %RH,74.4 %RH
2441,2014-07-23 08:57:57,21.606 °C,21.604 °C,74.4 %RH,74.4 %RH
2442,2014-07-23 08:58:27,21.607 °C,21.600 °C,74.4 %RH,74.4 %RH
2443,2014-07-23 08:58:57,21.609 °C,21.604 °C,74.4 %RH,74.4 %RH
2444,2014-07-23 08:59:27,21.611 °C,21.607 °C,74.4 %RH,74.4 %RH
2445,2014-07-23 08:59:57,21.610 °C,21.607 °C,74.4 %RH,74.4 %RH
2446,2014-07-23 09:00:27,21.614 °C,21.614 °C,74.4 %RH,74.4 %RH
2447,2014-07-23 09:00:57,21.614 °C,21.610 °C,74.4 %RH,74.4 %RH
2448,2014-07-23 09:01:27,21.616 °C,21.616 °C,74.4 %RH,74.4 %RH
2449,2014-07-23 09:01:57,21.617 °C,21.613 °C,74.4 %RH,74.4 %RH
2450,2014-07-23 09:02:27,21.619 °C,21.614 °C,74.4 %RH,74.4 %RH
2451,2014-07-23 09:02:57,21.620 °C,21.619 °C,74.4 %RH,74.4 %RH
2452,2014-07-23 09:03:27,21.620 °C,21.619 °C,74.4 %RH,74.4 %RH
2453,2014-07-23 09:03:57,21.624 °C,21.622 °C,74.4 %RH,74.4 %RH
2454,2014-07-23 09:04:27,21.624 °C,21.624 °C,74.4 %RH,74.4 %RH
2455,2014-07-23 09:04:57,21.626 °C,21.624 °C,74.4 %RH,74.4 %RH
2456,2014-07-23 09:05:27,21.627 °C,21.626 °C,74.4 %RH,74.4 %RH
2457,2014-07-23 09:05:57,21.629 °C,21.626 °C,74.4 %RH,74.4 %RH
2458,2014-07-23 09:06:27,21.629 °C,21.629 °C,74.4 %RH,74.4 %RH
2459,2014-07-23 09:06:57,21.630 °C,21.627 °C,74.4 %RH,74.4 %RH
2460,2014-07-23 09:07:27,21.632 °C,21.626 °C,74.4 %RH,74.4 %RH
2461,2014-07-23 09:07:57,21.632 °C,21.629 °C,74.4 %RH,74.4 %RH
2462,2014-07-23 09:08:27,21.633 °C,21.632 °C,74.4 %RH,74.4 %RH
2463,2014-07-23 09:08:57,21.634 °C,21.633 °C,74.4 %RH,74.4 %RH
2464,2014-07-23 09:09:27,21.637 °C,21.630 °C,74.4 %RH,74.4 %RH
2465,2014-07-23 09:09:57,21.637 °C,21.636 °C,74.4 %RH,74.4 %RH
2466,2014-07-23 09:10:27,21.637 °C,21.637 °C,74.4 %RH,74.4 %RH
2467,2014-07-23 09:10:57,21.639 °C,21.634 °C,74.4 %RH,74.4 %RH
2468,2014-07-23 09:11:27,21.640 °C,21.639 °C,74.4 %RH,74.4 %RH
2469,2014-07-23 09:11:57,21.640 °C,21.639 °C,74.4 %RH,74.4 %RH
2470,2014-07-23 09:12:27,21.642 °C,21.637 °C,74.4 %RH,74.4 %RH
2471,2014-07-23 09:12:57,21.645 °C,21.639 °C,74.4 %RH,74.4 %RH
2472,2014-07-23 09:13:27,21.645 °C,21.642 °C,74.4 %RH,74.4 %RH
2473,2014-07-23 09:13:57,21.645 °C,21.643 °C,74.4 %RH,74.4 %RH
2474,2014-07-23 09:14:27,21.646 °C,21.645 °C,74.4 %RH,74.4 %RH
2475,2014-07-23 09:14:57,21.647 °C,21.646 °C,74.4 %RH,74.4 %RH
2476,2014-07-23 09:15:27,21.647 °C,21.645 °C,74.4 %RH,74.4 %RH
2477,2014-07-23 09:15:57,21.649 °C,21.645 °C,74.4 %RH,74.4 %RH
2478,2014-07-23 09:16:27,21.649 °C,21.647 °C,74.4 %RH,74.4 %RH
2479,2014-07-23 09:16:57,21.650 °C,21.650 °C,74.4 %RH,74.4 %RH
2480,2014-07-23 09:17:27,21.652 °C,21.652 °C,74.4 %RH,74.4 %RH
2481,2014-07-23 09:17:57,21.653 °C,21.652 °C,74.4 %RH,74.4 %RH
2482,2014-07-23 09:18:27,21.655 °C,21.652 °C,74.4 %RH,74.4 %RH
2483,2014-07-23 09:18:57,21.656 °C,21.653 °C,74.4 %RH,74.4 %RH
2484,2014-07-23 09:19:27,21.656 °C,21.653 °C,74.4 %RH,74.4 %RH
2485,2014-07-23 09:19:57,21.658 °C,21.656 °C,74.4 %RH,74.4 %RH
2486,2014-07-23 09:20:27,21.658 °C,21.658 °C,74.4 %RH,74.4 %RH
2487,2014-07-23 09:20:57,21.659 °C,21.653 °C,74.4 %RH,74.4 %RH
2488,2014-07-23 09:21:27,21.659 °C,21.658 °C,74.4 %RH,74.4 %RH
2489,2014-07-23 09:21:57,21.660 °C,21.656 °C,74.4 %RH,74.4 %RH
2490,2014-07-23 09:22:27,21.665 °C,21.658 °C,74.4 %RH,74.4 %RH
2491,2014-07-23 09:22:57,21.663 °C,21.660 °C,74.4 %RH,74.4 %RH
2492,2014-07-23 09:23:27,21.663 °C,21.663 °C,74.4 %RH,74.4 %RH
2493,2014-07-23 09:23:57,21.665 °C,21.663 °C,74.4 %RH,74.4 %RH
2494,2014-07-23 09:24:27,21.668 °C,21.665 °C,74.4 %RH,74.4 %RH
2495,2014-07-23 09:24:57,21.668 °C,21.668 °C,74.4 %RH,74.4 %RH
2496,2014-07-23 09:25:27,21.669 °C,21.668 °C,74.4 %RH,74.4 %RH
2497,2014-07-23 09:25:57,21.671 °C,21.668 °C,74.4 %RH,74.4 %RH
2498,2014-07-23 09:26:27,21.669 °C,21.669 °C,74.4 %RH,74.4 %RH
2499,2014-07-23 09:26:57,21.671 °C,21.669 °C,74.4 %RH,74.4 %RH
2500,2014-07-23 09:27:27,21.673 °C,21.671 °C,74.4 %RH,74.4 %RH
2501,2014-07-23 09:27:57,21.673 °C,21.669 °C,74.4 %RH,74.4 %RH
2502,2014-07-23 09:28:27,21.675 °C,21.673 °C,74.4 %RH,74.4 %RH
2503,2014-07-23 09:28:57,21.675 °C,21.675 °C,74.4 %RH,74.4 %RH
2504,2014-07-23 09:29:27,21.678 °C,21.676 °C,74.4 %RH,74.4 %RH
2505,2014-07-23 09:29:57,21.678 °C,21.675 °C,74.4 %RH,74.4 %RH
2506,2014-07-23 09:30:27,21.679 °C,21.679 °C,74.4 %RH,74.4 %RH
2507,2014-07-23 09:30:57,21.681 °C,21.679 °C,74.4 %RH,74.4 %RH
