,Time,1,2,3,4,5,6
S/N,,720319,720319,720319,720319,720319,720319
Type,,TGP-4500,TGP-4500,TGP-4500,TGP-4500,TGP-4500,TGP-4500
Description,,Light Interception 001,Light Interception 001,Light Interception 001,Light Interception 001,Light Interception 001,Light Interception 001
Property,,Maximum Temperature,Temperature,Minimum Temperature,Maximum Humidity,Humidity,Minimum Humidity
1,2014-07-24 10:16:46,,29.482 °C,,,34.3 %RH,
2,2014-07-24 10:17:16,29.482 °C,29.326 °C,29.326 °C,35.1 %RH,35.1 %RH,34.6 %RH
3,2014-07-24 10:17:46,29.323 °C,29.155 °C,29.155 °C,36.0 %RH,35.8 %RH,35.1 %RH
4,2014-07-24 10:18:16,29.147 °C,28.980 °C,28.980 °C,37.7 %RH,37.7 %RH,35.8 %RH
5,2014-07-24 10:18:46,28.977 °C,28.824 °C,28.824 °C,41.6 %RH,37.2 %RH,37.2 %RH
6,2014-07-24 10:19:16,28.819 °C,28.664 °C,28.664 °C,37.0 %RH,36.3 %RH,36.3 %RH
7,2014-07-24 10:19:46,28.656 °C,28.523 °C,28.523 °C,36.3 %RH,36.3 %RH,36.0 %RH
8,2014-07-24 10:20:16,28.517 °C,28.394 °C,28.394 °C,36.3 %RH,36.0 %RH,36.0 %RH
9,2014-07-24 10:20:46,28.391 °C,28.286 °C,28.286 °C,36.0 %RH,36.0 %RH,36.0 %RH
10,2014-07-24 10:21:16,28.282 °C,28.174 °C,28.174 °C,36.3 %RH,36.0 %RH,36.0 %RH
11,2014-07-24 10:21:46,28.173 °C,28.069 °C,28.069 °C,36.0 %RH,36.0 %RH,36.0 %RH
12,2014-07-24 10:22:16,28.066 °C,27.970 °C,27.970 °C,36.3 %RH,36.3 %RH,36.0 %RH
13,2014-07-24 10:22:46,27.970 °C,27.876 °C,27.876 °C,36.3 %RH,36.3 %RH,36.0 %RH
14,2014-07-24 10:23:16,27.872 °C,27.784 °C,27.784 °C,36.5 %RH,36.5 %RH,36.3 %RH
15,2014-07-24 10:23:46,27.783 °C,27.698 °C,27.698 °C,36.5 %RH,36.5 %RH,36.3 %RH
16,2014-07-24 10:24:16,27.695 °C,27.612 °C,27.612 °C,36.8 %RH,36.5 %RH,36.5 %RH
17,2014-07-24 10:24:46,27.609 °C,27.525 °C,27.525 °C,36.8 %RH,36.8 %RH,36.5 %RH
18,2014-07-24 10:25:16,27.524 °C,27.448 °C,27.448 °C,37.0 %RH,37.0 %RH,36.8 %RH
19,2014-07-24 10:25:46,27.444 °C,27.371 °C,27.371 °C,37.0 %RH,37.0 %RH,37.0 %RH
20,2014-07-24 10:26:16,27.367 °C,27.294 °C,27.294 °C,37.2 %RH,37.2 %RH,37.0 %RH
21,2014-07-24 10:26:46,27.291 °C,27.221 °C,27.221 °C,37.5 %RH,37.5 %RH,37.2 %RH
22,2014-07-24 10:27:16,27.221 °C,27.146 °C,27.146 °C,37.5 %RH,37.5 %RH,37.2 %RH
23,2014-07-24 10:27:46,27.149 °C,27.078 °C,27.078 °C,37.7 %RH,37.7 %RH,37.5 %RH
24,2014-07-24 10:28:16,27.076 °C,27.011 °C,27.011 °C,38.0 %RH,38.0 %RH,37.7 %RH
25,2014-07-24 10:28:46,27.009 °C,26.944 °C,26.943 °C,38.0 %RH,38.0 %RH,37.7 %RH
26,2014-07-24 10:29:16,26.938 °C,26.875 °C,26.875 °C,38.2 %RH,38.0 %RH,38.0 %RH
27,2014-07-24 10:29:46,26.876 °C,26.810 °C,26.810 °C,38.0 %RH,38.0 %RH,38.0 %RH
28,2014-07-24 10:30:16,26.811 °C,26.745 °C,26.745 °C,38.2 %RH,38.2 %RH,38.0 %RH
29,2014-07-24 10:30:46,26.746 °C,26.681 °C,26.681 °C,38.2 %RH,38.2 %RH,38.0 %RH
30,2014-07-24 10:31:16,26.684 °C,26.624 °C,26.624 °C,38.4 %RH,38.4 %RH,38.2 %RH
31,2014-07-24 10:31:46,26.624 °C,26.563 °C,26.563 °C,38.4 %RH,38.4 %RH,38.4 %RH
32,2014-07-24 10:32:16,26.560 °C,26.503 °C,26.503 °C,38.4 %RH,38.4 %RH,38.2 %RH
33,2014-07-24 10:32:46,26.501 °C,26.448 °C,26.447 °C,38.7 %RH,38.4 %RH,38.4 %RH
34,2014-07-24 10:33:16,26.447 °C,26.391 °C,26.391 °C,38.7 %RH,38.7 %RH,38.4 %RH
35,2014-07-24 10:33:46,26.389 °C,26.336 °C,26.336 °C,38.9 %RH,38.7 %RH,38.7 %RH
36,2014-07-24 10:34:16,26.330 °C,26.282 °C,26.282 °C,38.9 %RH,38.9 %RH,38.7 %RH
37,2014-07-24 10:34:46,26.282 °C,26.226 °C,26.226 °C,39.2 %RH,38.9 %RH,38.9 %RH
38,2014-07-24 10:35:16,26.224 °C,26.174 °C,26.174 °C,39.2 %RH,39.2 %RH,38.9 %RH
39,2014-07-24 10:35:46,26.174 °C,26.127 °C,26.127 °C,39.2 %RH,39.2 %RH,39.2 %RH
40,2014-07-24 10:36:16,26.126 °C,26.079 °C,26.079 °C,39.4 %RH,39.4 %RH,39.2 %RH
41,2014-07-24 10:36:46,26.074 °C,26.035 °C,26.033 °C,39.4 %RH,39.4 %RH,39.4 %RH
42,2014-07-24 10:37:16,26.029 °C,25.983 °C,25.983 °C,39.4 %RH,39.4 %RH,39.4 %RH
43,2014-07-24 10:37:46,25.985 °C,25.938 °C,25.938 °C,39.4 %RH,39.4 %RH,39.4 %RH
44,2014-07-24 10:38:16,25.935 °C,25.894 °C,25.894 °C,39.4 %RH,39.4 %RH,39.4 %RH
45,2014-07-24 10:38:46,25.894 °C,25.850 °C,25.850 °C,39.4 %RH,39.4 %RH,39.4 %RH
46,2014-07-24 10:39:16,25.850 °C,25.807 °C,25.807 °C,39.7 %RH,39.7 %RH,39.4 %RH
47,2014-07-24 10:39:46,25.807 °C,25.767 °C,25.766 °C,39.7 %RH,39.7 %RH,39.7 %RH
48,2014-07-24 10:40:16,25.764 °C,25.726 °C,25.725 °C,39.7 %RH,39.7 %RH,39.7 %RH
49,2014-07-24 10:40:46,25.722 °C,25.684 °C,25.684 °C,39.7 %RH,39.7 %RH,39.7 %RH
50,2014-07-24 10:41:16,25.682 °C,25.641 °C,25.641 °C,39.7 %RH,39.7 %RH,39.4 %RH
51,2014-07-24 10:41:46,25.643 °C,25.603 °C,25.603 °C,39.7 %RH,39.7 %RH,39.7 %RH
52,2014-07-24 10:42:16,25.602 °C,25.565 °C,25.563 °C,39.9 %RH,39.9 %RH,39.7 %RH
53,2014-07-24 10:42:46,25.565 °C,25.525 °C,25.525 °C,39.9 %RH,39.7 %RH,39.7 %RH
54,2014-07-24 10:43:16,25.527 °C,25.489 °C,25.489 °C,39.9 %RH,39.9 %RH,39.7 %RH
55,2014-07-24 10:43:46,25.487 °C,25.454 °C,25.454 °C,40.1 %RH,39.9 %RH,39.9 %RH
56,2014-07-24 10:44:16,25.451 °C,25.415 °C,25.415 °C,40.1 %RH,40.1 %RH,39.9 %RH
57,2014-07-24 10:44:46,25.417 °C,25.382 °C,25.382 °C,40.1 %RH,40.1 %RH,40.1 %RH
58,2014-07-24 10:45:16,25.382 °C,25.347 °C,25.347 °C,40.4 %RH,40.1 %RH,40.1 %RH
59,2014-07-24 10:45:46,25.345 °C,25.314 °C,25.314 °C,40.4 %RH,40.4 %RH,40.1 %RH
60,2014-07-24 10:46:16,25.311 °C,25.279 °C,25.279 °C,40.4 %RH,40.4 %RH,40.4 %RH
61,2014-07-24 10:46:46,25.276 °C,25.249 °C,25.249 °C,40.6 %RH,40.4 %RH,40.1 %RH
62,2014-07-24 10:47:16,25.246 °C,25.215 °C,25.215 °C,40.4 %RH,40.4 %RH,40.1 %RH
63,2014-07-24 10:47:46,25.216 °C,25.181 °C,25.181 °C,40.4 %RH,40.4 %RH,40.4 %RH
64,2014-07-24 10:48:16,25.181 °C,25.149 °C,25.149 °C,40.4 %RH,40.4 %RH,40.4 %RH
65,2014-07-24 10:48:46,25.149 °C,25.118 °C,25.118 °C,40.4 %RH,40.4 %RH,40.4 %RH
66,2014-07-24 10:49:16,25.118 °C,25.091 °C,25.089 °C,40.6 %RH,40.4 %RH,40.4 %RH
67,2014-07-24 10:49:46,25.088 °C,25.058 °C,25.057 °C,40.6 %RH,40.6 %RH,40.4 %RH
68,2014-07-24 10:50:16,25.057 °C,25.028 °C,25.028 °C,40.6 %RH,40.4 %RH,40.4 %RH
69,2014-07-24 10:50:46,25.028 °C,24.997 °C,24.997 °C,40.6 %RH,40.6 %RH,40.4 %RH
70,2014-07-24 10:51:16,24.999 °C,24.969 °C,24.969 °C,40.9 %RH,40.9 %RH,40.6 %RH
71,2014-07-24 10:51:46,24.969 °C,24.944 °C,24.944 °C,40.9 %RH,40.6 %RH,40.6 %RH
72,2014-07-24 10:52:16,24.940 °C,24.918 °C,24.915 °C,40.9 %RH,40.9 %RH,40.6 %RH
73,2014-07-24 10:52:46,24.915 °C,24.888 °C,24.888 °C,41.1 %RH,41.1 %RH,40.9 %RH
74,2014-07-24 10:53:16,24.886 °C,24.858 °C,24.858 °C,41.1 %RH,41.1 %RH,40.9 %RH
75,2014-07-24 10:53:46,24.860 °C,24.835 °C,24.835 °C,41.1 %RH,41.1 %RH,41.1 %RH
76,2014-07-24 10:54:16,24.835 °C,24.807 °C,24.807 °C,41.1 %RH,41.1 %RH,41.1 %RH
77,2014-07-24 10:54:46,24.807 °C,24.782 °C,24.782 °C,41.4 %RH,41.1 %RH,41.1 %RH
78,2014-07-24 10:55:16,24.782 °C,24.758 °C,24.758 °C,41.4 %RH,41.4 %RH,41.1 %RH
79,2014-07-24 10:55:46,24.758 °C,24.736 °C,24.733 °C,41.4 %RH,41.1 %RH,41.1 %RH
80,2014-07-24 10:56:16,24.736 °C,24.712 °C,24.711 °C,41.1 %RH,41.1 %RH,41.1 %RH
81,2014-07-24 10:56:46,24.711 °C,24.686 °C,24.686 °C,41.1 %RH,41.1 %RH,41.1 %RH
82,2014-07-24 10:57:16,24.688 °C,24.666 °C,24.664 °C,41.1 %RH,41.1 %RH,41.1 %RH
83,2014-07-24 10:57:46,24.666 °C,24.641 °C,24.641 °C,41.4 %RH,41.4 %RH,41.1 %RH
84,2014-07-24 10:58:16,24.639 °C,24.607 °C,24.607 °C,41.4 %RH,41.4 %RH,41.4 %RH
85,2014-07-24 10:58:46,24.609 °C,24.584 °C,24.584 °C,41.4 %RH,41.4 %RH,41.4 %RH
86,2014-07-24 10:59:16,24.584 °C,24.571 °C,24.569 °C,41.4 %RH,41.4 %RH,41.4 %RH
87,2014-07-24 10:59:46,24.571 °C,24.545 °C,24.543 °C,41.6 %RH,41.6 %RH,41.4 %RH
88,2014-07-24 11:00:16,24.545 °C,24.530 °C,24.530 °C,41.6 %RH,41.6 %RH,41.4 %RH
89,2014-07-24 11:00:46,24.530 °C,24.498 °C,24.498 °C,41.6 %RH,41.6 %RH,41.6 %RH
90,2014-07-24 11:01:16,24.504 °C,24.479 °C,24.479 °C,41.8 %RH,41.8 %RH,41.6 %RH
91,2014-07-24 11:01:46,24.479 °C,24.459 °C,24.459 °C,41.8 %RH,41.6 %RH,41.6 %RH
92,2014-07-24 11:02:16,24.460 °C,24.437 °C,24.437 °C,41.8 %RH,41.8 %RH,41.6 %RH
93,2014-07-24 11:02:46,24.438 °C,24.418 °C,24.418 °C,41.8 %RH,41.8 %RH,41.8 %RH
94,2014-07-24 11:03:16,24.418 °C,24.399 °C,24.399 °C,41.8 %RH,41.8 %RH,41.8 %RH
95,2014-07-24 11:03:46,24.397 °C,24.380 °C,24.379 °C,41.8 %RH,41.8 %RH,41.8 %RH
96,2014-07-24 11:04:16,24.379 °C,24.360 °C,24.360 °C,41.8 %RH,41.8 %RH,41.8 %RH
97,2014-07-24 11:04:46,24.360 °C,24.341 °C,24.341 °C,41.8 %RH,41.8 %RH,41.8 %RH
98,2014-07-24 11:05:16,24.342 °C,24.323 °C,24.323 °C,42.1 %RH,42.1 %RH,41.8 %RH
99,2014-07-24 11:05:46,24.322 °C,24.304 °C,24.303 °C,42.1 %RH,42.1 %RH,42.1 %RH
100,2014-07-24 11:06:16,24.304 °C,24.285 °C,24.284 °C,42.1 %RH,41.8 %RH,41.8 %RH
101,2014-07-24 11:06:46,24.284 °C,24.266 °C,24.266 °C,42.1 %RH,42.1 %RH,41.8 %RH
102,2014-07-24 11:07:16,24.265 °C,24.246 °C,24.246 °C,42.3 %RH,42.1 %RH,42.1 %RH
103,2014-07-24 11:07:46,24.248 °C,24.230 °C,24.230 °C,42.6 %RH,42.3 %RH,42.1 %RH
104,2014-07-24 11:08:16,24.231 °C,24.213 °C,24.213 °C,42.6 %RH,42.6 %RH,42.3 %RH
105,2014-07-24 11:08:46,24.213 °C,24.197 °C,24.197 °C,42.8 %RH,42.8 %RH,42.6 %RH
106,2014-07-24 11:09:16,24.197 °C,24.181 °C,24.179 °C,43.0 %RH,43.0 %RH,42.8 %RH
107,2014-07-24 11:09:46,24.181 °C,24.163 °C,24.162 °C,43.0 %RH,42.8 %RH,42.8 %RH
108,2014-07-24 11:10:16,24.162 °C,24.144 °C,24.144 °C,43.0 %RH,43.0 %RH,42.8 %RH
109,2014-07-24 11:10:46,24.144 °C,24.127 °C,24.127 °C,43.0 %RH,43.0 %RH,43.0 %RH
110,2014-07-24 11:11:16,24.128 °C,24.112 °C,24.112 °C,43.3 %RH,43.3 %RH,43.0 %RH
111,2014-07-24 11:11:46,24.112 °C,24.096 °C,24.095 °C,43.3 %RH,43.3 %RH,43.3 %RH
112,2014-07-24 11:12:16,24.095 °C,24.076 °C,24.076 °C,43.3 %RH,43.3 %RH,43.3 %RH
113,2014-07-24 11:12:46,24.077 °C,24.061 °C,24.061 °C,43.3 %RH,43.3 %RH,43.3 %RH
114,2014-07-24 11:13:16,24.061 °C,24.044 °C,24.044 °C,43.3 %RH,43.3 %RH,43.3 %RH
115,2014-07-24 11:13:46,24.044 °C,24.023 °C,24.023 °C,43.3 %RH,43.3 %RH,43.3 %RH
116,2014-07-24 11:14:16,24.025 °C,24.005 °C,24.005 °C,43.5 %RH,43.5 %RH,43.3 %RH
117,2014-07-24 11:14:46,24.007 °C,23.989 °C,23.989 °C,43.5 %RH,43.5 %RH,43.3 %RH
118,2014-07-24 11:15:16,23.990 °C,23.973 °C,23.973 °C,43.5 %RH,43.3 %RH,43.3 %RH
119,2014-07-24 11:15:46,23.976 °C,23.958 °C,23.958 °C,43.3 %RH,43.3 %RH,43.3 %RH
120,2014-07-24 11:16:16,23.957 °C,23.938 °C,23.938 °C,43.5 %RH,43.5 %RH,43.3 %RH
121,2014-07-24 11:16:46,23.939 °C,23.926 °C,23.922 °C,43.5 %RH,43.5 %RH,43.5 %RH
122,2014-07-24 11:17:16,23.922 °C,23.907 °C,23.907 °C,43.5 %RH,43.5 %RH,43.3 %RH
123,2014-07-24 11:17:46,23.906 °C,23.890 °C,23.890 °C,43.5 %RH,43.5 %RH,43.5 %RH
124,2014-07-24 11:18:16,23.890 °C,23.874 °C,23.874 °C,43.8 %RH,43.8 %RH,43.5 %RH
125,2014-07-24 11:18:46,23.875 °C,23.855 °C,23.855 °C,43.8 %RH,43.8 %RH,43.8 %RH
126,2014-07-24 11:19:16,23.856 °C,23.840 °C,23.840 °C,43.8 %RH,43.5 %RH,43.5 %RH
127,2014-07-24 11:19:46,23.840 °C,23.823 °C,23.823 °C,43.8 %RH,43.8 %RH,43.5 %RH
128,2014-07-24 11:20:16,23.823 °C,23.810 °C,23.808 °C,43.8 %RH,43.8 %RH,43.8 %RH
129,2014-07-24 11:20:46,23.808 °C,23.792 °C,23.791 °C,44.0 %RH,44.0 %RH,43.8 %RH
130,2014-07-24 11:21:16,23.790 °C,23.776 °C,23.775 °C,44.0 %RH,44.0 %RH,43.8 %RH
131,2014-07-24 11:21:46,23.776 °C,23.760 °C,23.760 °C,44.0 %RH,44.0 %RH,44.0 %RH
132,2014-07-24 11:22:16,23.760 °C,23.744 °C,23.744 °C,44.3 %RH,44.3 %RH,44.0 %RH
133,2014-07-24 11:22:46,23.744 °C,23.731 °C,23.727 °C,44.5 %RH,44.3 %RH,44.3 %RH
134,2014-07-24 11:23:16,23.733 °C,23.713 °C,23.713 °C,44.3 %RH,44.0 %RH,43.8 %RH
135,2014-07-24 11:23:46,23.714 °C,23.695 °C,23.695 °C,50.8 %RH,50.8 %RH,43.8 %RH
136,2014-07-24 11:24:16,23.698 °C,23.688 °C,23.686 °C,56.1 %RH,56.1 %RH,51.3 %RH
137,2014-07-24 11:24:46,23.688 °C,23.670 °C,23.669 °C,56.6 %RH,56.3 %RH,56.1 %RH
138,2014-07-24 11:25:16,23.670 °C,23.646 °C,23.646 °C,56.8 %RH,56.8 %RH,56.3 %RH
139,2014-07-24 11:25:46,23.649 °C,23.624 °C,23.623 °C,56.8 %RH,56.8 %RH,56.6 %RH
140,2014-07-24 11:26:16,23.624 °C,23.605 °C,23.605 °C,57.1 %RH,56.8 %RH,56.8 %RH
141,2014-07-24 11:26:46,23.607 °C,23.580 °C,23.580 °C,57.3 %RH,57.1 %RH,56.8 %RH
142,2014-07-24 11:27:16,23.585 °C,23.562 °C,23.562 °C,57.6 %RH,57.6 %RH,57.1 %RH
143,2014-07-24 11:27:46,23.567 °C,23.540 °C,23.537 °C,57.8 %RH,57.6 %RH,57.3 %RH
144,2014-07-24 11:28:16,23.541 °C,23.528 °C,23.527 °C,58.1 %RH,57.8 %RH,57.6 %RH
145,2014-07-24 11:28:46,23.530 °C,23.511 °C,23.509 °C,58.1 %RH,58.1 %RH,57.8 %RH
146,2014-07-24 11:29:16,23.514 °C,23.504 °C,23.504 °C,58.3 %RH,58.3 %RH,57.8 %RH
147,2014-07-24 11:29:46,23.501 °C,23.480 °C,23.479 °C,58.6 %RH,58.6 %RH,58.1 %RH
148,2014-07-24 11:30:16,23.480 °C,23.473 °C,23.469 °C,58.6 %RH,58.6 %RH,58.3 %RH
149,2014-07-24 11:30:46,23.467 °C,23.451 °C,23.448 °C,58.9 %RH,58.6 %RH,58.6 %RH
150,2014-07-24 11:31:16,23.453 °C,23.435 °C,23.435 °C,58.9 %RH,58.9 %RH,58.6 %RH
151,2014-07-24 11:31:46,23.443 °C,23.422 °C,23.422 °C,58.9 %RH,58.3 %RH,58.3 %RH
152,2014-07-24 11:32:16,23.422 °C,23.409 °C,23.408 °C,58.6 %RH,58.3 %RH,58.3 %RH
153,2014-07-24 11:32:46,23.419 °C,23.396 °C,23.392 °C,58.3 %RH,58.1 %RH,57.8 %RH
154,2014-07-24 11:33:16,23.402 °C,23.401 °C,23.386 °C,58.1 %RH,58.1 %RH,57.8 %RH
155,2014-07-24 11:33:46,23.398 °C,23.373 °C,23.372 °C,58.1 %RH,58.1 %RH,57.8 %RH
156,2014-07-24 11:34:16,23.385 °C,23.373 °C,23.364 °C,58.3 %RH,58.3 %RH,57.8 %RH
157,2014-07-24 11:34:46,23.370 °C,23.367 °C,23.357 °C,58.6 %RH,58.6 %RH,58.3 %RH
158,2014-07-24 11:35:16,23.367 °C,23.354 °C,23.354 °C,58.9 %RH,58.6 %RH,58.6 %RH
159,2014-07-24 11:35:46,23.356 °C,23.340 °C,23.340 °C,58.9 %RH,58.9 %RH,58.6 %RH
160,2014-07-24 11:36:16,23.341 °C,23.337 °C,23.335 °C,59.1 %RH,59.1 %RH,58.9 %RH
161,2014-07-24 11:36:46,23.343 °C,23.335 °C,23.330 °C,59.1 %RH,58.9 %RH,58.9 %RH
162,2014-07-24 11:37:16,23.343 °C,23.331 °C,23.330 °C,58.9 %RH,58.9 %RH,58.6 %RH
163,2014-07-24 11:37:46,23.341 °C,23.334 °C,23.328 °C,59.4 %RH,59.4 %RH,58.9 %RH
164,2014-07-24 11:38:16,23.337 °C,23.337 °C,23.331 °C,59.4 %RH,59.4 %RH,59.1 %RH
165,2014-07-24 11:38:46,23.343 °C,23.343 °C,23.331 °C,59.6 %RH,59.4 %RH,59.1 %RH
166,2014-07-24 11:39:16,23.343 °C,23.340 °C,23.334 °C,59.9 %RH,59.9 %RH,59.4 %RH
167,2014-07-24 11:39:46,23.347 °C,23.343 °C,23.338 °C,59.9 %RH,59.9 %RH,59.9 %RH
168,2014-07-24 11:40:16,23.351 °C,23.350 °C,23.344 °C,59.9 %RH,59.9 %RH,59.9 %RH
169,2014-07-24 11:40:46,23.356 °C,23.356 °C,23.348 °C,59.9 %RH,59.9 %RH,59.9 %RH
170,2014-07-24 11:41:16,23.363 °C,23.363 °C,23.351 °C,59.9 %RH,59.9 %RH,59.9 %RH
171,2014-07-24 11:41:46,23.367 °C,23.366 °C,23.360 °C,59.9 %RH,59.9 %RH,59.6 %RH
172,2014-07-24 11:42:16,23.375 °C,23.373 °C,23.367 °C,59.9 %RH,59.6 %RH,59.6 %RH
173,2014-07-24 11:42:46,23.382 °C,23.382 °C,23.372 °C,59.6 %RH,59.6 %RH,59.6 %RH
174,2014-07-24 11:43:16,23.393 °C,23.393 °C,23.379 °C,59.6 %RH,59.4 %RH,59.4 %RH
175,2014-07-24 11:43:46,23.402 °C,23.401 °C,23.390 °C,59.6 %RH,59.4 %RH,59.4 %RH
176,2014-07-24 11:44:16,23.406 °C,23.405 °C,23.399 °C,59.4 %RH,59.1 %RH,59.1 %RH
177,2014-07-24 11:44:46,23.417 °C,23.415 °C,23.406 °C,59.4 %RH,59.1 %RH,59.1 %RH
178,2014-07-24 11:45:16,23.427 °C,23.427 °C,23.414 °C,59.4 %RH,59.4 %RH,59.1 %RH
179,2014-07-24 11:45:46,23.437 °C,23.433 °C,23.425 °C,59.4 %RH,59.4 %RH,59.4 %RH
180,2014-07-24 11:46:16,23.448 °C,23.447 °C,23.437 °C,59.4 %RH,59.1 %RH,59.1 %RH
181,2014-07-24 11:46:46,23.460 °C,23.459 °C,23.447 °C,59.1 %RH,58.9 %RH,58.9 %RH
182,2014-07-24 11:47:16,23.466 °C,23.466 °C,23.456 °C,59.1 %RH,58.6 %RH,58.6 %RH
183,2014-07-24 11:47:46,23.486 °C,23.485 °C,23.467 °C,58.9 %RH,58.6 %RH,58.6 %RH
184,2014-07-24 11:48:16,23.504 °C,23.504 °C,23.482 °C,58.6 %RH,58.3 %RH,58.1 %RH
185,2014-07-24 11:48:46,23.509 °C,23.504 °C,23.492 °C,58.1 %RH,57.8 %RH,57.8 %RH
186,2014-07-24 11:49:16,23.522 °C,23.522 °C,23.498 °C,57.8 %RH,57.6 %RH,57.3 %RH
187,2014-07-24 11:49:46,23.531 °C,23.530 °C,23.520 °C,57.3 %RH,57.1 %RH,56.8 %RH
188,2014-07-24 11:50:16,23.538 °C,23.538 °C,23.527 °C,57.1 %RH,56.8 %RH,56.6 %RH
189,2014-07-24 11:50:46,23.550 °C,23.550 °C,23.537 °C,56.8 %RH,56.3 %RH,56.3 %RH
190,2014-07-24 11:51:16,23.559 °C,23.559 °C,23.547 °C,56.3 %RH,56.1 %RH,55.8 %RH
191,2014-07-24 11:51:46,23.569 °C,23.567 °C,23.557 °C,56.1 %RH,55.8 %RH,55.8 %RH
192,2014-07-24 11:52:16,23.579 °C,23.578 °C,23.567 °C,55.8 %RH,55.8 %RH,55.8 %RH
193,2014-07-24 11:52:46,23.589 °C,23.586 °C,23.578 °C,55.8 %RH,55.8 %RH,55.8 %RH
194,2014-07-24 11:53:16,23.602 °C,23.599 °C,23.588 °C,55.8 %RH,55.6 %RH,55.6 %RH
195,2014-07-24 11:53:46,23.614 °C,23.614 °C,23.599 °C,55.8 %RH,55.6 %RH,55.6 %RH
196,2014-07-24 11:54:16,23.624 °C,23.624 °C,23.611 °C,55.6 %RH,55.3 %RH,55.3 %RH
197,2014-07-24 11:54:46,23.639 °C,23.637 °C,23.623 °C,55.3 %RH,55.1 %RH,55.1 %RH
198,2014-07-24 11:55:16,23.646 °C,23.644 °C,23.631 °C,55.1 %RH,54.8 %RH,54.8 %RH
199,2014-07-24 11:55:46,23.660 °C,23.654 °C,23.644 °C,55.1 %RH,54.6 %RH,54.6 %RH
200,2014-07-24 11:56:16,23.669 °C,23.665 °C,23.652 °C,54.6 %RH,54.6 %RH,54.6 %RH
201,2014-07-24 11:56:46,23.682 °C,23.682 °C,23.665 °C,54.8 %RH,54.8 %RH,54.6 %RH
202,2014-07-24 11:57:16,23.691 °C,23.691 °C,23.673 °C,54.8 %RH,54.6 %RH,54.6 %RH
203,2014-07-24 11:57:46,23.701 °C,23.699 °C,23.688 °C,54.8 %RH,54.8 %RH,54.6 %RH
204,2014-07-24 11:58:16,23.710 °C,23.710 °C,23.695 °C,55.1 %RH,55.1 %RH,54.8 %RH
205,2014-07-24 11:58:46,23.723 °C,23.718 °C,23.710 °C,55.1 %RH,55.1 %RH,54.8 %RH
206,2014-07-24 11:59:16,23.733 °C,23.731 °C,23.718 °C,55.3 %RH,55.3 %RH,55.1 %RH
207,2014-07-24 11:59:46,23.742 °C,23.742 °C,23.730 °C,55.3 %RH,55.3 %RH,55.3 %RH
208,2014-07-24 12:00:16,23.753 °C,23.753 °C,23.742 °C,55.6 %RH,55.6 %RH,55.3 %RH
209,2014-07-24 12:00:46,23.762 °C,23.762 °C,23.752 °C,55.8 %RH,55.8 %RH,55.6 %RH
210,2014-07-24 12:01:16,23.775 °C,23.774 °C,23.760 °C,56.3 %RH,56.3 %RH,55.8 %RH
211,2014-07-24 12:01:46,23.803 °C,23.803 °C,23.772 °C,67.3 %RH,67.3 %RH,56.3 %RH
212,2014-07-24 12:02:16,23.967 °C,23.967 °C,23.801 °C,72.3 %RH,72.3 %RH,68.1 %RH
213,2014-07-24 12:02:46,24.176 °C,24.176 °C,23.980 °C,72.8 %RH,70.2 %RH,70.2 %RH
214,2014-07-24 12:03:16,24.363 °C,24.363 °C,24.181 °C,72.8 %RH,72.8 %RH,70.2 %RH
215,2014-07-24 12:03:46,24.717 °C,24.717 °C,24.376 °C,74.7 %RH,69.9 %RH,69.9 %RH
216,2014-07-24 12:04:16,25.445 °C,25.445 °C,24.736 °C,69.4 %RH,60.7 %RH,60.7 %RH
217,2014-07-24 12:04:46,26.388 °C,26.388 °C,25.471 °C,60.4 %RH,56.8 %RH,56.8 %RH
218,2014-07-24 12:05:16,27.402 °C,27.402 °C,26.417 °C,56.8 %RH,53.0 %RH,53.0 %RH
219,2014-07-24 12:05:46,28.466 °C,28.466 °C,27.436 °C,53.3 %RH,53.3 %RH,52.5 %RH
220,2014-07-24 12:06:16,29.540 °C,29.540 °C,28.499 °C,53.3 %RH,49.2 %RH,49.2 %RH
221,2014-07-24 12:06:46,30.659 °C,30.659 °C,29.574 °C,48.7 %RH,47.5 %RH,47.5 %RH
222,2014-07-24 12:07:16,31.713 °C,31.713 °C,30.694 °C,47.5 %RH,45.0 %RH,45.0 %RH
223,2014-07-24 12:07:46,32.699 °C,32.699 °C,31.748 °C,44.7 %RH,41.8 %RH,41.8 %RH
224,2014-07-24 12:08:16,33.587 °C,33.587 °C,32.732 °C,42.8 %RH,42.8 %RH,41.8 %RH
225,2014-07-24 12:08:46,34.363 °C,34.363 °C,33.617 °C,42.6 %RH,41.1 %RH,41.1 %RH
226,2014-07-24 12:09:16,34.966 °C,34.966 °C,34.388 °C,43.8 %RH,43.8 %RH,41.4 %RH
227,2014-07-24 12:09:46,35.556 °C,35.556 °C,34.988 °C,43.5 %RH,38.9 %RH,38.9 %RH
228,2014-07-24 12:10:16,36.014 °C,36.014 °C,35.580 °C,44.3 %RH,44.0 %RH,38.9 %RH
229,2014-07-24 12:10:46,36.424 °C,36.424 °C,36.024 °C,44.0 %RH,40.1 %RH,39.9 %RH
230,2014-07-24 12:11:16,37.049 °C,37.049 °C,36.449 °C,40.6 %RH,40.4 %RH,40.1 %RH
