,Time,1,2,3,4,5,6
S/N,,720319,720319,720319,720319,720319,720319
Type,,TGP-4500,TGP-4500,TGP-4500,TGP-4500,TGP-4500,TGP-4500
Description,,Light Interception 001,Light Interception 001,Light Interception 001,Light Interception 001,Light Interception 001,Light Interception 001
Property,,Maximum Temperature,Temperature,Minimum Temperature,Maximum Humidity,Humidity,Minimum Humidity
1348,2014-07-24 21:30:16,25.741 °C,25.729 °C,25.728 °C,33.8 %RH,33.8 %RH,33.6 %RH
1349,2014-07-24 21:30:46,25.731 °C,25.713 °C,25.713 °C,33.8 %RH,33.8 %RH,33.8 %RH
1350,2014-07-24 21:31:16,25.713 °C,25.700 °C,25.698 °C,33.8 %RH,33.8 %RH,33.8 %RH
1351,2014-07-24 21:31:46,25.700 °C,25.687 °C,25.685 °C,33.8 %RH,33.8 %RH,33.8 %RH
1352,2014-07-24 21:32:16,25.685 °C,25.672 °C,25.670 °C,33.8 %RH,33.8 %RH,33.8 %RH
1353,2014-07-24 21:32:46,25.672 °C,25.659 °C,25.657 °C,33.8 %RH,33.8 %RH,33.8 %RH
1354,2014-07-24 21:33:16,25.654 °C,25.641 °C,25.641 °C,33.8 %RH,33.8 %RH,33.6 %RH
1355,2014-07-24 21:33:46,25.643 °C,25.631 °C,25.628 °C,33.8 %RH,33.6 %RH,33.6 %RH
1356,2014-07-24 21:34:16,25.631 °C,25.616 °C,25.613 °C,33.6 %RH,33.6 %RH,33.6 %RH
1357,2014-07-24 21:34:46,25.616 °C,25.600 °C,25.600 °C,33.6 %RH,33.6 %RH,33.6 %RH
1358,2014-07-24 21:35:16,25.602 °C,25.588 °C,25.587 °C,33.6 %RH,33.6 %RH,33.6 %RH
1359,2014-07-24 21:35:46,25.590 °C,25.574 °C,25.572 °C,33.6 %RH,33.6 %RH,33.6 %RH
1360,2014-07-24 21:36:16,25.574 °C,25.560 °C,25.560 °C,33.6 %RH,33.6 %RH,33.6 %RH
1361,2014-07-24 21:36:46,25.560 °C,25.549 °C,25.544 °C,33.8 %RH,33.6 %RH,33.6 %RH
1362,2014-07-24 21:37:16,25.549 °C,25.531 °C,25.531 °C,33.8 %RH,33.8 %RH,33.6 %RH
1363,2014-07-24 21:37:46,25.533 °C,25.519 °C,25.519 °C,33.8 %RH,33.8 %RH,33.6 %RH
1364,2014-07-24 21:38:16,25.521 °C,25.508 °C,25.505 °C,33.8 %RH,33.8 %RH,33.8 %RH
1365,2014-07-24 21:38:46,25.506 °C,25.489 °C,25.489 °C,33.8 %RH,33.8 %RH,33.8 %RH
1366,2014-07-24 21:39:16,25.496 °C,25.478 °C,25.478 °C,33.8 %RH,33.8 %RH,33.8 %RH
1367,2014-07-24 21:39:46,25.481 °C,25.464 °C,25.464 °C,33.8 %RH,33.8 %RH,33.8 %RH
1368,2014-07-24 21:40:16,25.467 °C,25.452 °C,25.452 °C,33.8 %RH,33.8 %RH,33.8 %RH
1369,2014-07-24 21:40:46,25.455 °C,25.439 °C,25.437 °C,33.8 %RH,33.8 %RH,33.8 %RH
1370,2014-07-24 21:41:16,25.443 °C,25.429 °C,25.426 °C,33.8 %RH,33.8 %RH,33.8 %RH
1371,2014-07-24 21:41:46,25.429 °C,25.413 °C,25.413 °C,33.8 %RH,33.8 %RH,33.8 %RH
1372,2014-07-24 21:42:16,25.417 °C,25.402 °C,25.399 °C,33.8 %RH,33.8 %RH,33.8 %RH
1373,2014-07-24 21:42:46,25.401 °C,25.388 °C,25.388 °C,34.1 %RH,33.8 %RH,33.8 %RH
1374,2014-07-24 21:43:16,25.392 °C,25.377 °C,25.374 °C,34.1 %RH,34.1 %RH,33.8 %RH
1375,2014-07-24 21:43:46,25.376 °C,25.361 °C,25.361 °C,34.1 %RH,34.1 %RH,34.1 %RH
1376,2014-07-24 21:44:16,25.364 °C,25.350 °C,25.350 °C,34.1 %RH,34.1 %RH,34.1 %RH
1377,2014-07-24 21:44:46,25.350 °C,25.336 °C,25.336 °C,34.1 %RH,34.1 %RH,33.8 %RH
1378,2014-07-24 21:45:16,25.336 °C,25.325 °C,25.325 °C,34.1 %RH,33.8 %RH,33.8 %RH
1379,2014-07-24 21:45:46,25.326 °C,25.310 °C,25.310 °C,33.8 %RH,33.8 %RH,33.8 %RH
1380,2014-07-24 21:46:16,25.314 °C,25.300 °C,25.298 °C,33.8 %RH,33.8 %RH,33.8 %RH
1381,2014-07-24 21:46:46,25.301 °C,25.285 °C,25.285 °C,33.8 %RH,33.8 %RH,33.8 %RH
1382,2014-07-24 21:47:16,25.288 °C,25.273 °C,25.273 °C,33.8 %RH,33.8 %RH,33.8 %RH
1383,2014-07-24 21:47:46,25.276 °C,25.262 °C,25.262 °C,33.8 %RH,33.8 %RH,33.8 %RH
1384,2014-07-24 21:48:16,25.262 °C,25.249 °C,25.249 °C,33.8 %RH,33.8 %RH,33.8 %RH
1385,2014-07-24 21:48:46,25.247 °C,25.234 °C,25.234 °C,33.8 %RH,33.8 %RH,33.8 %RH
1386,2014-07-24 21:49:16,25.237 °C,25.225 °C,25.225 °C,33.8 %RH,33.8 %RH,33.8 %RH
1387,2014-07-24 21:49:46,25.224 °C,25.213 °C,25.211 °C,34.1 %RH,33.8 %RH,33.8 %RH
1388,2014-07-24 21:50:16,25.212 °C,25.200 °C,25.199 °C,34.1 %RH,34.1 %RH,33.8 %RH
1389,2014-07-24 21:50:46,25.200 °C,25.186 °C,25.186 °C,34.1 %RH,34.1 %RH,33.8 %RH
1390,2014-07-24 21:51:16,25.189 °C,25.175 °C,25.174 °C,34.1 %RH,34.1 %RH,34.1 %RH
1391,2014-07-24 21:51:46,25.177 °C,25.164 °C,25.162 °C,34.1 %RH,34.1 %RH,34.1 %RH
1392,2014-07-24 21:52:16,25.162 °C,25.152 °C,25.149 °C,34.1 %RH,34.1 %RH,34.1 %RH
1393,2014-07-24 21:52:46,25.151 °C,25.139 °C,25.139 °C,34.1 %RH,34.1 %RH,34.1 %RH
1394,2014-07-24 21:53:16,25.137 °C,25.127 °C,25.127 °C,34.1 %RH,34.1 %RH,34.1 %RH
1395,2014-07-24 21:53:46,25.127 °C,25.114 °C,25.114 °C,34.1 %RH,34.1 %RH,34.1 %RH
1396,2014-07-24 21:54:16,25.117 °C,25.104 °C,25.102 °C,34.1 %RH,34.1 %RH,34.1 %RH
1397,2014-07-24 21:54:46,25.102 °C,25.091 °C,25.088 °C,34.1 %RH,34.1 %RH,34.1 %RH
1398,2014-07-24 21:55:16,25.092 °C,25.079 °C,25.077 °C,34.1 %RH,34.1 %RH,34.1 %RH
1399,2014-07-24 21:55:46,25.080 °C,25.069 °C,25.069 °C,34.1 %RH,34.1 %RH,34.1 %RH
1400,2014-07-24 21:56:16,25.070 °C,25.054 °C,25.054 °C,34.1 %RH,34.1 %RH,34.1 %RH
1401,2014-07-24 21:56:46,25.057 °C,25.044 °C,25.044 °C,34.3 %RH,34.1 %RH,34.1 %RH
1402,2014-07-24 21:57:16,25.044 °C,25.034 °C,25.034 °C,34.3 %RH,34.3 %RH,34.1 %RH
1403,2014-07-24 21:57:46,25.034 °C,25.019 °C,25.019 °C,34.3 %RH,34.3 %RH,34.1 %RH
1404,2014-07-24 21:58:16,25.022 °C,25.010 °C,25.010 °C,34.3 %RH,34.1 %RH,34.1 %RH
1405,2014-07-24 21:58:46,25.010 °C,24.997 °C,24.997 °C,34.1 %RH,34.1 %RH,34.1 %RH
1406,2014-07-24 21:59:16,25.000 °C,24.987 °C,24.987 °C,34.1 %RH,34.1 %RH,34.1 %RH
1407,2014-07-24 21:59:46,24.988 °C,24.975 °C,24.971 °C,34.1 %RH,34.1 %RH,34.1 %RH
1408,2014-07-24 22:00:16,24.975 °C,24.965 °C,24.963 °C,34.1 %RH,34.1 %RH,34.1 %RH
1409,2014-07-24 22:00:46,24.966 °C,24.952 °C,24.950 °C,34.1 %RH,34.1 %RH,34.1 %RH
1410,2014-07-24 22:01:16,24.953 °C,24.942 °C,24.942 °C,34.1 %RH,34.1 %RH,34.1 %RH
1411,2014-07-24 22:01:46,24.942 °C,24.931 °C,24.931 °C,34.1 %RH,34.1 %RH,34.1 %RH
1412,2014-07-24 22:02:16,24.931 °C,24.920 °C,24.920 °C,34.1 %RH,34.1 %RH,34.1 %RH
1413,2014-07-24 22:02:46,24.921 °C,24.909 °C,24.908 °C,34.1 %RH,34.1 %RH,34.1 %RH
1414,2014-07-24 22:03:16,24.909 °C,24.893 °C,24.893 °C,34.3 %RH,34.3 %RH,34.1 %RH
1415,2014-07-24 22:03:46,24.899 °C,24.885 °C,24.885 °C,34.3 %RH,34.3 %RH,34.3 %RH
1416,2014-07-24 22:04:16,24.885 °C,24.876 °C,24.874 °C,34.3 %RH,34.3 %RH,34.3 %RH
1417,2014-07-24 22:04:46,24.874 °C,24.863 °C,24.863 °C,34.3 %RH,34.3 %RH,34.3 %RH
1418,2014-07-24 22:05:16,24.863 °C,24.852 °C,24.852 °C,34.3 %RH,34.3 %RH,34.3 %RH
1419,2014-07-24 22:05:46,24.854 °C,24.841 °C,24.841 °C,34.3 %RH,34.3 %RH,34.3 %RH
1420,2014-07-24 22:06:16,24.842 °C,24.831 °C,24.831 °C,34.3 %RH,34.3 %RH,34.3 %RH
1421,2014-07-24 22:06:46,24.831 °C,24.816 °C,24.816 °C,34.3 %RH,34.3 %RH,34.3 %RH
1422,2014-07-24 22:07:16,24.822 °C,24.810 °C,24.809 °C,34.3 %RH,34.3 %RH,34.3 %RH
1423,2014-07-24 22:07:46,24.809 °C,24.796 °C,24.796 °C,34.3 %RH,34.3 %RH,34.3 %RH
1424,2014-07-24 22:08:16,24.798 °C,24.785 °C,24.785 °C,34.3 %RH,34.3 %RH,34.3 %RH
1425,2014-07-24 22:08:46,24.787 °C,24.778 °C,24.778 °C,34.3 %RH,34.3 %RH,34.3 %RH
1426,2014-07-24 22:09:16,24.781 °C,24.766 °C,24.766 °C,34.3 %RH,34.3 %RH,34.3 %RH
1427,2014-07-24 22:09:46,24.766 °C,24.756 °C,24.756 °C,34.3 %RH,34.3 %RH,34.3 %RH
1428,2014-07-24 22:10:16,24.756 °C,24.744 °C,24.744 °C,34.3 %RH,34.3 %RH,34.1 %RH
1429,2014-07-24 22:10:46,24.746 °C,24.736 °C,24.734 °C,34.3 %RH,34.1 %RH,34.1 %RH
1430,2014-07-24 22:11:16,24.736 °C,24.725 °C,24.724 °C,34.3 %RH,34.1 %RH,34.1 %RH
1431,2014-07-24 22:11:46,24.725 °C,24.714 °C,24.714 °C,34.3 %RH,34.3 %RH,34.3 %RH
1432,2014-07-24 22:12:16,24.715 °C,24.704 °C,24.704 °C,34.3 %RH,34.3 %RH,34.3 %RH
1433,2014-07-24 22:12:46,24.705 °C,24.692 °C,24.690 °C,34.3 %RH,34.3 %RH,34.3 %RH
1434,2014-07-24 22:13:16,24.695 °C,24.685 °C,24.683 °C,34.3 %RH,34.3 %RH,34.3 %RH
1435,2014-07-24 22:13:46,24.683 °C,24.673 °C,24.673 °C,34.3 %RH,34.3 %RH,34.3 %RH
1436,2014-07-24 22:14:16,24.674 °C,24.663 °C,24.660 °C,34.3 %RH,34.3 %RH,34.3 %RH
1437,2014-07-24 22:14:46,24.664 °C,24.654 °C,24.653 °C,34.3 %RH,34.3 %RH,34.3 %RH
1438,2014-07-24 22:15:16,24.653 °C,24.642 °C,24.641 °C,34.3 %RH,34.3 %RH,34.3 %RH
1439,2014-07-24 22:15:46,24.645 °C,24.634 °C,24.631 °C,34.3 %RH,34.3 %RH,34.3 %RH
1440,2014-07-24 22:16:16,24.632 °C,24.620 °C,24.620 °C,34.3 %RH,34.3 %RH,34.3 %RH
1441,2014-07-24 22:16:46,24.623 °C,24.613 °C,24.613 °C,34.3 %RH,34.3 %RH,34.3 %RH
1442,2014-07-24 22:17:16,24.615 °C,24.602 °C,24.602 °C,34.6 %RH,34.3 %RH,34.3 %RH
1443,2014-07-24 22:17:46,24.602 °C,24.593 °C,24.591 °C,34.6 %RH,34.6 %RH,34.3 %RH
1444,2014-07-24 22:18:16,24.591 °C,24.583 °C,24.583 °C,34.6 %RH,34.6 %RH,34.3 %RH
1445,2014-07-24 22:18:46,24.584 °C,24.569 °C,24.569 °C,34.6 %RH,34.6 %RH,34.6 %RH
1446,2014-07-24 22:19:16,24.572 °C,24.565 °C,24.562 °C,34.6 %RH,34.6 %RH,34.6 %RH
1447,2014-07-24 22:19:46,24.562 °C,24.555 °C,24.552 °C,34.6 %RH,34.6 %RH,34.6 %RH
1448,2014-07-24 22:20:16,24.553 °C,24.543 °C,24.542 °C,34.6 %RH,34.6 %RH,34.6 %RH
1449,2014-07-24 22:20:46,24.543 °C,24.533 °C,24.532 °C,34.6 %RH,34.6 %RH,34.6 %RH
1450,2014-07-24 22:21:16,24.533 °C,24.523 °C,24.523 °C,34.6 %RH,34.6 %RH,34.6 %RH
1451,2014-07-24 22:21:46,24.524 °C,24.516 °C,24.511 °C,34.6 %RH,34.6 %RH,34.6 %RH
1452,2014-07-24 22:22:16,24.514 °C,24.501 °C,24.501 °C,34.6 %RH,34.6 %RH,34.6 %RH
1453,2014-07-24 22:22:46,24.502 °C,24.495 °C,24.494 °C,34.6 %RH,34.6 %RH,34.6 %RH
1454,2014-07-24 22:23:16,24.494 °C,24.483 °C,24.483 °C,34.6 %RH,34.6 %RH,34.6 %RH
1455,2014-07-24 22:23:46,24.485 °C,24.478 °C,24.475 °C,34.6 %RH,34.3 %RH,34.3 %RH
1456,2014-07-24 22:24:16,24.475 °C,24.464 °C,24.463 °C,34.6 %RH,34.3 %RH,34.3 %RH
1457,2014-07-24 22:24:46,24.467 °C,24.454 °C,24.454 °C,34.3 %RH,34.3 %RH,34.3 %RH
1458,2014-07-24 22:25:16,24.457 °C,24.446 °C,24.446 °C,34.3 %RH,34.3 %RH,34.3 %RH
1459,2014-07-24 22:25:46,24.446 °C,24.437 °C,24.435 °C,34.6 %RH,34.3 %RH,34.3 %RH
1460,2014-07-24 22:26:16,24.437 °C,24.425 °C,24.425 °C,34.6 %RH,34.6 %RH,34.3 %RH
1461,2014-07-24 22:26:46,24.430 °C,24.421 °C,24.418 °C,34.6 %RH,34.6 %RH,34.3 %RH
1462,2014-07-24 22:27:16,24.419 °C,24.409 °C,24.409 °C,34.6 %RH,34.6 %RH,34.6 %RH
1463,2014-07-24 22:27:46,24.409 °C,24.400 °C,24.399 °C,34.6 %RH,34.6 %RH,34.6 %RH
1464,2014-07-24 22:28:16,24.400 °C,24.392 °C,24.389 °C,34.6 %RH,34.6 %RH,34.6 %RH
1465,2014-07-24 22:28:46,24.390 °C,24.380 °C,24.379 °C,34.6 %RH,34.6 %RH,34.6 %RH
1466,2014-07-24 22:29:16,24.383 °C,24.368 °C,24.368 °C,34.6 %RH,34.6 %RH,34.6 %RH
1467,2014-07-24 22:29:46,24.370 °C,24.361 °C,24.361 °C,34.6 %RH,34.6 %RH,34.6 %RH
1468,2014-07-24 22:30:16,24.363 °C,24.355 °C,24.352 °C,34.6 %RH,34.6 %RH,34.6 %RH
1469,2014-07-24 22:30:46,24.352 °C,24.342 °C,24.341 °C,34.6 %RH,34.6 %RH,34.6 %RH
1470,2014-07-24 22:31:16,24.347 °C,24.333 °C,24.333 °C,34.6 %RH,34.6 %RH,34.6 %RH
1471,2014-07-24 22:31:46,24.336 °C,24.326 °C,24.323 °C,34.6 %RH,34.6 %RH,34.6 %RH
1472,2014-07-24 22:32:16,24.329 °C,24.316 °C,24.314 °C,34.6 %RH,34.6 %RH,34.6 %RH
1473,2014-07-24 22:32:46,24.319 °C,24.312 °C,24.307 °C,34.6 %RH,34.6 %RH,34.6 %RH
1474,2014-07-24 22:33:16,24.310 °C,24.301 °C,24.298 °C,34.6 %RH,34.6 %RH,34.6 %RH
1475,2014-07-24 22:33:46,24.303 °C,24.287 °C,24.287 °C,34.8 %RH,34.6 %RH,34.6 %RH
1476,2014-07-24 22:34:16,24.297 °C,24.284 °C,24.278 °C,34.8 %RH,34.8 %RH,34.6 %RH
1477,2014-07-24 22:34:46,24.287 °C,24.271 °C,24.268 °C,34.8 %RH,34.8 %RH,34.8 %RH
1478,2014-07-24 22:35:16,24.280 °C,24.262 °C,24.261 °C,34.8 %RH,34.8 %RH,34.8 %RH
1479,2014-07-24 22:35:46,24.264 °C,24.258 °C,24.250 °C,34.8 %RH,34.8 %RH,34.8 %RH
1480,2014-07-24 22:36:16,24.255 °C,24.243 °C,24.243 °C,34.8 %RH,34.8 %RH,34.8 %RH
1481,2014-07-24 22:36:46,24.246 °C,24.236 °C,24.233 °C,34.8 %RH,34.8 %RH,34.8 %RH
1482,2014-07-24 22:37:16,24.239 °C,24.227 °C,24.226 °C,34.8 %RH,34.8 %RH,34.6 %RH
1483,2014-07-24 22:37:46,24.230 °C,24.220 °C,24.215 °C,34.8 %RH,34.8 %RH,34.6 %RH
1484,2014-07-24 22:38:16,24.221 °C,24.208 °C,24.207 °C,34.8 %RH,34.6 %RH,34.6 %RH
1485,2014-07-24 22:38:46,24.213 °C,24.204 °C,24.199 °C,34.6 %RH,34.6 %RH,34.6 %RH
1486,2014-07-24 22:39:16,24.207 °C,24.197 °C,24.189 °C,34.6 %RH,34.6 %RH,34.6 %RH
1487,2014-07-24 22:39:46,24.195 °C,24.182 °C,24.182 °C,34.6 %RH,34.6 %RH,34.6 %RH
1488,2014-07-24 22:40:16,24.188 °C,24.178 °C,24.176 °C,34.6 %RH,34.6 %RH,34.6 %RH
1489,2014-07-24 22:40:46,24.182 °C,24.172 °C,24.167 °C,34.6 %RH,34.6 %RH,34.6 %RH
1490,2014-07-24 22:41:16,24.173 °C,24.160 °C,24.159 °C,34.6 %RH,34.6 %RH,34.6 %RH
1491,2014-07-24 22:41:46,24.165 °C,24.150 °C,24.149 °C,34.6 %RH,34.6 %RH,34.6 %RH
1492,2014-07-24 22:42:16,24.153 °C,24.140 °C,24.140 °C,34.8 %RH,34.6 %RH,34.6 %RH
1493,2014-07-24 22:42:46,24.146 °C,24.137 °C,24.134 °C,34.8 %RH,34.6 %RH,34.6 %RH
1494,2014-07-24 22:43:16,24.137 °C,24.127 °C,24.125 °C,34.8 %RH,34.8 %RH,34.6 %RH
1495,2014-07-24 22:43:46,24.128 °C,24.118 °C,24.117 °C,34.8 %RH,34.8 %RH,34.8 %RH
1496,2014-07-24 22:44:16,24.118 °C,24.111 °C,24.108 °C,34.8 %RH,34.8 %RH,34.8 %RH
1497,2014-07-24 22:44:46,24.112 °C,24.101 °C,24.101 °C,34.8 %RH,34.8 %RH,34.8 %RH
1498,2014-07-24 22:45:16,24.101 °C,24.096 °C,24.093 °C,34.8 %RH,34.8 %RH,34.8 %RH
1499,2014-07-24 22:45:46,24.093 °C,24.083 °C,24.083 °C,34.8 %RH,34.8 %RH,34.8 %RH
1500,2014-07-24 22:46:16,24.086 °C,24.077 °C,24.076 °C,34.8 %RH,34.8 %RH,34.8 %RH
1501,2014-07-24 22:46:46,24.079 °C,24.071 °C,24.069 °C,34.8 %RH,34.8 %RH,34.8 %RH
1502,2014-07-24 22:47:16,24.070 °C,24.060 °C,24.060 °C,34.8 %RH,34.8 %RH,34.8 %RH
1503,2014-07-24 22:47:46,24.063 °C,24.054 °C,24.053 °C,34.8 %RH,34.8 %RH,34.8 %RH
1504,2014-07-24 22:48:16,24.054 °C,24.045 °C,24.044 °C,34.8 %RH,34.8 %RH,34.8 %RH
1505,2014-07-24 22:48:46,24.045 °C,24.034 °C,24.034 °C,34.8 %RH,34.8 %RH,34.8 %RH
1506,2014-07-24 22:49:16,24.038 °C,24.028 °C,24.028 °C,34.8 %RH,34.8 %RH,34.8 %RH
1507,2014-07-24 22:49:46,24.031 °C,24.021 °C,24.021 °C,34.8 %RH,34.8 %RH,34.8 %RH
1508,2014-07-24 22:50:16,24.022 °C,24.015 °C,24.012 °C,34.8 %RH,34.8 %RH,34.8 %RH
1509,2014-07-24 22:50:46,24.013 °C,24.005 °C,24.005 °C,34.8 %RH,34.8 %RH,34.8 %RH
1510,2014-07-24 22:51:16,24.006 °C,23.999 °C,23.996 °C,34.8 %RH,34.8 %RH,34.8 %RH
1511,2014-07-24 22:51:46,23.997 °C,23.989 °C,23.989 °C,35.1 %RH,35.1 %RH,34.8 %RH
1512,2014-07-24 22:52:16,23.989 °C,23.983 °C,23.981 °C,35.1 %RH,34.8 %RH,34.8 %RH
1513,2014-07-24 22:52:46,23.983 °C,23.973 °C,23.973 °C,35.1 %RH,35.1 %RH,34.8 %RH
1514,2014-07-24 22:53:16,23.974 °C,23.967 °C,23.964 °C,35.1 %RH,35.1 %RH,34.8 %RH
1515,2014-07-24 22:53:46,23.967 °C,23.958 °C,23.958 °C,35.1 %RH,35.1 %RH,34.8 %RH
1516,2014-07-24 22:54:16,23.958 °C,23.949 °C,23.949 °C,35.1 %RH,35.1 %RH,34.8 %RH
1517,2014-07-24 22:54:46,23.949 °C,23.941 °C,23.941 °C,35.1 %RH,34.8 %RH,34.8 %RH
1518,2014-07-24 22:55:16,23.944 °C,23.936 °C,23.933 °C,35.1 %RH,35.1 %RH,34.8 %RH
1519,2014-07-24 22:55:46,23.936 °C,23.930 °C,23.928 °C,35.1 %RH,34.8 %RH,34.8 %RH
1520,2014-07-24 22:56:16,23.929 °C,23.920 °C,23.920 °C,35.1 %RH,34.8 %RH,34.8 %RH
1521,2014-07-24 22:56:46,23.920 °C,23.910 °C,23.909 °C,35.1 %RH,34.8 %RH,34.8 %RH
1522,2014-07-24 22:57:16,23.913 °C,23.904 °C,23.903 °C,34.8 %RH,34.8 %RH,34.8 %RH
1523,2014-07-24 22:57:46,23.904 °C,23.896 °C,23.896 °C,34.8 %RH,34.8 %RH,34.8 %RH
1524,2014-07-24 22:58:16,23.896 °C,23.888 °C,23.887 °C,34.8 %RH,34.8 %RH,34.8 %RH
1525,2014-07-24 22:58:46,23.890 °C,23.882 °C,23.882 °C,34.8 %RH,34.8 %RH,34.8 %RH
1526,2014-07-24 22:59:16,23.882 °C,23.874 °C,23.872 °C,34.8 %RH,34.8 %RH,34.8 %RH
1527,2014-07-24 22:59:46,23.874 °C,23.865 °C,23.864 °C,35.1 %RH,34.8 %RH,34.8 %RH
1528,2014-07-24 23:00:16,23.869 °C,23.858 °C,23.858 °C,35.1 %RH,35.1 %RH,34.8 %RH
1529,2014-07-24 23:00:46,23.859 °C,23.849 °C,23.849 °C,35.1 %RH,34.8 %RH,34.8 %RH
1530,2014-07-24 23:01:16,23.852 °C,23.845 °C,23.842 °C,35.1 %RH,35.1 %RH,34.8 %RH
1531,2014-07-24 23:01:46,23.843 °C,23.835 °C,23.835 °C,35.1 %RH,35.1 %RH,35.1 %RH
1532,2014-07-24 23:02:16,23.836 °C,23.832 °C,23.829 °C,35.1 %RH,35.1 %RH,35.1 %RH
1533,2014-07-24 23:02:46,23.830 °C,23.821 °C,23.821 °C,35.1 %RH,35.1 %RH,35.1 %RH
1534,2014-07-24 23:03:16,23.823 °C,23.816 °C,23.814 °C,35.1 %RH,35.1 %RH,35.1 %RH
1535,2014-07-24 23:03:46,23.816 °C,23.807 °C,23.805 °C,35.1 %RH,35.1 %RH,35.1 %RH
1536,2014-07-24 23:04:16,23.808 °C,23.801 °C,23.800 °C,35.1 %RH,35.1 %RH,35.1 %RH
1537,2014-07-24 23:04:46,23.803 °C,23.795 °C,23.791 °C,35.1 %RH,35.1 %RH,35.1 %RH
1538,2014-07-24 23:05:16,23.795 °C,23.787 °C,23.787 °C,35.1 %RH,35.1 %RH,35.1 %RH
1539,2014-07-24 23:05:46,23.787 °C,23.781 °C,23.778 °C,35.1 %RH,35.1 %RH,35.1 %RH
1540,2014-07-24 23:06:16,23.779 °C,23.774 °C,23.769 °C,35.1 %RH,35.1 %RH,35.1 %RH
1541,2014-07-24 23:06:46,23.772 °C,23.763 °C,23.763 °C,35.1 %RH,35.1 %RH,35.1 %RH
1542,2014-07-24 23:07:16,23.763 °C,23.756 °C,23.756 °C,35.1 %RH,35.1 %RH,35.1 %RH
1543,2014-07-24 23:07:46,23.758 °C,23.750 °C,23.749 °C,35.1 %RH,35.1 %RH,35.1 %RH
1544,2014-07-24 23:08:16,23.752 °C,23.742 °C,23.742 °C,35.1 %RH,35.1 %RH,35.1 %RH
1545,2014-07-24 23:08:46,23.746 °C,23.734 °C,23.734 °C,35.1 %RH,35.1 %RH,35.1 %RH
1546,2014-07-24 23:09:16,23.739 °C,23.727 °C,23.727 °C,35.3 %RH,35.1 %RH,35.1 %RH
1547,2014-07-24 23:09:46,23.729 °C,23.721 °C,23.720 °C,35.3 %RH,35.1 %RH,35.1 %RH
1548,2014-07-24 23:10:16,23.723 °C,23.711 °C,23.711 °C,35.3 %RH,35.3 %RH,35.1 %RH
1549,2014-07-24 23:10:46,23.714 °C,23.705 °C,23.705 °C,35.3 %RH,35.1 %RH,35.1 %RH
1550,2014-07-24 23:11:16,23.708 °C,23.701 °C,23.698 °C,35.3 %RH,35.3 %RH,35.1 %RH
1551,2014-07-24 23:11:46,23.701 °C,23.692 °C,23.692 °C,35.3 %RH,35.1 %RH,35.1 %RH
1552,2014-07-24 23:12:16,23.695 °C,23.688 °C,23.685 °C,35.3 %RH,35.1 %RH,35.1 %RH
1553,2014-07-24 23:12:46,23.689 °C,23.681 °C,23.679 °C,35.3 %RH,35.1 %RH,35.1 %RH
1554,2014-07-24 23:13:16,23.682 °C,23.673 °C,23.670 °C,35.3 %RH,35.1 %RH,35.1 %RH
1555,2014-07-24 23:13:46,23.673 °C,23.666 °C,23.666 °C,35.3 %RH,35.1 %RH,35.1 %RH
1556,2014-07-24 23:14:16,23.668 °C,23.660 °C,23.659 °C,35.1 %RH,35.1 %RH,35.1 %RH
1557,2014-07-24 23:14:46,23.660 °C,23.653 °C,23.653 °C,35.1 %RH,35.1 %RH,35.1 %RH
1558,2014-07-24 23:15:16,23.654 °C,23.647 °C,23.646 °C,35.1 %RH,35.1 %RH,35.1 %RH
1559,2014-07-24 23:15:46,23.647 °C,23.640 °C,23.640 °C,35.1 %RH,35.1 %RH,35.1 %RH
1560,2014-07-24 23:16:16,23.643 °C,23.634 °C,23.633 °C,35.1 %RH,35.1 %RH,35.1 %RH
1561,2014-07-24 23:16:46,23.636 °C,23.625 °C,23.625 °C,35.1 %RH,35.1 %RH,35.1 %RH
1562,2014-07-24 23:17:16,23.628 °C,23.621 °C,23.620 °C,35.1 %RH,35.1 %RH,35.1 %RH
1563,2014-07-24 23:17:46,23.623 °C,23.615 °C,23.612 °C,35.1 %RH,35.1 %RH,35.1 %RH
1564,2014-07-24 23:18:16,23.615 °C,23.608 °C,23.605 °C,35.1 %RH,35.1 %RH,35.1 %RH
1565,2014-07-24 23:18:46,23.608 °C,23.601 °C,23.599 °C,35.3 %RH,35.1 %RH,35.1 %RH
1566,2014-07-24 23:19:16,23.601 °C,23.595 °C,23.594 °C,35.1 %RH,35.1 %RH,35.1 %RH
1567,2014-07-24 23:19:46,23.592 °C,23.585 °C,23.585 °C,35.3 %RH,35.3 %RH,35.1 %RH
1568,2014-07-24 23:20:16,23.588 °C,23.579 °C,23.579 °C,35.3 %RH,35.3 %RH,35.3 %RH
1569,2014-07-24 23:20:46,23.582 °C,23.573 °C,23.572 °C,35.3 %RH,35.3 %RH,35.1 %RH
1570,2014-07-24 23:21:16,23.575 °C,23.566 °C,23.565 °C,35.3 %RH,35.3 %RH,35.3 %RH
1571,2014-07-24 23:21:46,23.566 °C,23.559 °C,23.557 °C,35.3 %RH,35.3 %RH,35.3 %RH
1572,2014-07-24 23:22:16,23.562 °C,23.551 °C,23.551 °C,35.3 %RH,35.3 %RH,35.1 %RH
1573,2014-07-24 23:22:46,23.554 °C,23.549 °C,23.546 °C,35.3 %RH,35.3 %RH,35.3 %RH
