,Time,1,2,3,4,5,6
36,2014-07-23 12:58:19,23.317 °C,23.305 °C,23.302 °C,60.2 %RH,60.2 %RH,60.2 %RH
37,2014-07-23 12:58:49,23.305 °C,23.290 °C,23.290 °C,60.2 %RH,59.9 %RH,59.9 %RH
38,2014-07-23 12:59:19,23.292 °C,23.280 °C,23.280 °C,60.2 %RH,60.2 %RH,59.9 %RH
39,2014-07-23 12:59:49,23.283 °C,23.272 °C,23.269 °C,60.2 %RH,59.4 %RH,59.4 %RH
40,2014-07-23 13:00:19,23.272 °C,23.260 °C,23.257 °C,59.6 %RH,59.4 %RH,59.4 %RH
41,2014-07-23 13:00:49,23.261 °C,23.250 °C,23.246 °C,59.6 %RH,59.6 %RH,59.4 %RH
42,2014-07-23 13:01:19,23.248 °C,23.235 °C,23.235 °C,59.6 %RH,59.4 %RH,59.4 %RH
43,2014-07-23 13:01:49,23.238 °C,23.222 °C,23.222 °C,59.6 %RH,59.6 %RH,59.4 %RH
44,2014-07-23 13:02:19,23.225 °C,23.211 °C,23.205 °C,59.9 %RH,59.1 %RH,58.9 %RH
45,2014-07-23 13:02:49,23.215 °C,23.203 °C,23.196 °C,59.6 %RH,58.9 %RH,58.3 %RH
46,2014-07-23 13:03:19,23.198 °C,23.182 °C,23.182 °C,59.9 %RH,59.9 %RH,58.9 %RH
47,2014-07-23 13:03:49,23.185 °C,23.172 °C,23.170 °C,60.2 %RH,59.9 %RH,59.6 %RH
48,2014-07-23 13:04:19,23.172 °C,23.159 °C,23.157 °C,60.2 %RH,59.9 %RH,59.6 %RH
49,2014-07-23 13:04:49,23.159 °C,23.147 °C,23.144 °C,60.2 %RH,60.2 %RH,59.9 %RH
50,2014-07-23 13:05:19,23.146 °C,23.134 °C,23.133 °C,60.7 %RH,60.4 %RH,60.2 %RH
51,2014-07-23 13:05:49,23.135 °C,23.127 °C,23.125 °C,60.7 %RH,60.2 %RH,60.2 %RH
52,2014-07-23 13:06:19,23.128 °C,23.125 °C,23.119 °C,60.4 %RH,60.4 %RH,59.9 %RH
53,2014-07-23 13:06:49,23.127 °C,23.118 °C,23.118 °C,61.2 %RH,61.0 %RH,60.4 %RH
54,2014-07-23 13:07:19,23.119 °C,23.108 °C,23.108 °C,61.2 %RH,58.3 %RH,58.3 %RH
55,2014-07-23 13:07:49,23.114 °C,23.099 °C,23.096 °C,58.1 %RH,56.8 %RH,56.3 %RH
56,2014-07-23 13:08:19,23.201 °C,23.201 °C,23.092 °C,59.1 %RH,59.1 %RH,56.8 %RH
57,2014-07-23 13:08:49,23.589 °C,23.589 °C,23.208 °C,64.9 %RH,64.9 %RH,59.1 %RH
58,2014-07-23 13:09:19,24.079 °C,24.079 °C,23.604 °C,65.4 %RH,62.8 %RH,62.8 %RH
59,2014-07-23 13:09:49,24.602 °C,24.602 °C,24.098 °C,63.6 %RH,60.7 %RH,60.7 %RH
60,2014-07-23 13:10:19,25.127 °C,25.127 °C,24.618 °C,65.2 %RH,64.1 %RH,60.7 %RH
61,2014-07-23 13:10:49,25.631 °C,25.631 °C,25.142 °C,64.1 %RH,61.2 %RH,61.0 %RH
62,2014-07-23 13:11:19,26.030 °C,26.030 °C,25.646 °C,61.0 %RH,59.9 %RH,59.9 %RH
63,2014-07-23 13:11:49,26.445 °C,26.445 °C,26.043 °C,60.4 %RH,59.9 %RH,59.6 %RH
64,2014-07-23 13:12:19,26.876 °C,26.876 °C,26.460 °C,59.9 %RH,58.6 %RH,57.6 %RH
65,2014-07-23 13:12:49,27.295 °C,27.295 °C,26.890 °C,58.6 %RH,55.8 %RH,55.8 %RH
66,2014-07-23 13:13:19,27.705 °C,27.705 °C,27.306 °C,56.1 %RH,55.6 %RH,55.6 %RH
67,2014-07-23 13:13:49,28.098 °C,28.098 °C,27.716 °C,55.6 %RH,54.3 %RH,54.3 %RH
68,2014-07-23 13:14:19,28.403 °C,28.403 °C,28.110 °C,55.3 %RH,55.3 %RH,54.0 %RH
69,2014-07-23 13:14:49,28.536 °C,28.536 °C,28.411 °C,56.6 %RH,56.6 %RH,55.3 %RH
70,2014-07-23 13:15:19,28.601 °C,28.601 °C,28.536 °C,57.1 %RH,55.8 %RH,55.8 %RH
71,2014-07-23 13:15:49,28.732 °C,28.732 °C,28.607 °C,55.6 %RH,53.8 %RH,53.8 %RH
72,2014-07-23 13:16:19,29.000 °C,29.000 °C,28.740 °C,53.8 %RH,49.5 %RH,49.5 %RH
73,2014-07-23 13:16:49,29.384 °C,29.384 °C,29.010 °C,49.2 %RH,48.7 %RH,48.0 %RH
74,2014-07-23 13:17:19,29.689 °C,29.689 °C,29.397 °C,51.8 %RH,51.8 %RH,48.5 %RH
75,2014-07-23 13:17:49,29.832 °C,29.832 °C,29.696 °C,54.3 %RH,54.3 %RH,51.8 %RH
76,2014-07-23 13:18:19,29.860 °C,29.857 °C,29.835 °C,55.3 %RH,55.3 %RH,54.0 %RH
77,2014-07-23 13:18:49,29.861 °C,29.841 °C,29.837 °C,56.1 %RH,56.1 %RH,55.1 %RH
78,2014-07-23 13:19:19,29.835 °C,29.813 °C,29.813 °C,56.6 %RH,56.3 %RH,56.1 %RH
79,2014-07-23 13:19:49,29.811 °C,29.794 °C,29.794 °C,56.3 %RH,50.8 %RH,50.8 %RH
80,2014-07-23 13:20:19,29.800 °C,29.787 °C,29.779 °C,50.8 %RH,45.2 %RH,45.2 %RH
81,2014-07-23 13:20:49,29.791 °C,29.772 °C,29.772 °C,45.0 %RH,42.3 %RH,42.3 %RH
82,2014-07-23 13:21:19,29.775 °C,29.758 °C,29.758 °C,42.8 %RH,40.1 %RH,40.1 %RH
83,2014-07-23 13:21:49,29.761 °C,29.743 °C,29.743 °C,40.4 %RH,37.5 %RH,37.5 %RH
84,2014-07-23 13:22:19,29.743 °C,29.723 °C,29.723 °C,37.2 %RH,36.0 %RH,36.0 %RH
85,2014-07-23 13:22:49,29.722 °C,29.695 °C,29.695 °C,36.8 %RH,35.3 %RH,35.3 %RH
86,2014-07-23 13:23:19,29.693 °C,29.664 °C,29.664 °C,35.1 %RH,32.7 %RH,32.7 %RH
87,2014-07-23 13:23:49,29.664 °C,29.628 °C,29.627 °C,32.4 %RH,32.2 %RH,32.0 %RH
88,2014-07-23 13:24:19,29.625 °C,29.590 °C,29.589 °C,32.9 %RH,32.9 %RH,32.2 %RH
89,2014-07-23 13:24:49,29.589 °C,29.554 °C,29.551 °C,33.1 %RH,31.7 %RH,31.7 %RH
90,2014-07-23 13:25:19,29.554 °C,29.516 °C,29.513 °C,31.7 %RH,30.3 %RH,30.1 %RH
91,2014-07-23 13:25:49,29.513 °C,29.439 °C,29.438 °C,44.3 %RH,43.8 %RH,29.9 %RH
92,2014-07-23 13:26:19,29.436 °C,29.379 °C,29.379 °C,43.3 %RH,31.3 %RH,31.3 %RH
93,2014-07-23 13:26:49,29.381 °C,29.381 °C,29.368 °C,32.7 %RH,32.4 %RH,31.0 %RH
94,2014-07-23 13:27:19,29.399 °C,29.393 °C,29.379 °C,32.4 %RH,32.4 %RH,30.3 %RH
95,2014-07-23 13:27:49,29.409 °C,29.408 °C,29.391 °C,32.7 %RH,32.2 %RH,31.0 %RH
96,2014-07-23 13:28:19,29.427 °C,29.423 °C,29.408 °C,32.4 %RH,28.3 %RH,28.3 %RH
97,2014-07-23 13:28:49,29.423 °C,29.375 °C,29.375 °C,28.3 %RH,28.0 %RH,27.8 %RH
98,2014-07-23 13:29:19,29.378 °C,29.307 °C,29.307 °C,29.7 %RH,29.7 %RH,27.6 %RH
99,2014-07-23 13:29:49,29.305 °C,29.246 °C,29.245 °C,38.0 %RH,38.0 %RH,29.9 %RH
100,2014-07-23 13:30:19,29.243 °C,29.204 °C,29.204 °C,39.4 %RH,39.2 %RH,38.2 %RH
101,2014-07-23 13:30:49,29.206 °C,29.188 °C,29.185 °C,40.1 %RH,40.1 %RH,39.4 %RH
102,2014-07-23 13:31:19,29.185 °C,29.171 °C,29.171 °C,41.6 %RH,41.6 %RH,39.9 %RH
103,2014-07-23 13:31:49,29.173 °C,29.168 °C,29.168 °C,42.3 %RH,42.3 %RH,41.8 %RH
104,2014-07-23 13:32:19,29.168 °C,29.164 °C,29.162 °C,42.1 %RH,32.7 %RH,32.7 %RH
105,2014-07-23 13:32:49,29.164 °C,29.149 °C,29.149 °C,33.4 %RH,33.4 %RH,30.1 %RH
106,2014-07-23 13:33:19,29.155 °C,29.152 °C,29.144 °C,37.2 %RH,37.0 %RH,33.4 %RH
107,2014-07-23 13:33:49,29.161 °C,29.158 °C,29.149 °C,37.5 %RH,36.8 %RH,36.3 %RH
108,2014-07-23 13:34:19,29.170 °C,29.170 °C,29.158 °C,39.7 %RH,39.7 %RH,36.0 %RH
109,2014-07-23 13:34:49,29.186 °C,29.185 °C,29.170 °C,39.7 %RH,37.2 %RH,37.2 %RH
110,2014-07-23 13:35:19,29.197 °C,29.192 °C,29.185 °C,37.2 %RH,37.2 %RH,36.8 %RH
111,2014-07-23 13:35:49,29.206 °C,29.198 °C,29.189 °C,38.2 %RH,38.2 %RH,37.2 %RH
112,2014-07-23 13:36:19,29.207 °C,29.204 °C,29.197 °C,39.9 %RH,39.9 %RH,38.2 %RH
113,2014-07-23 13:36:49,29.209 °C,29.207 °C,29.204 °C,41.4 %RH,41.4 %RH,39.9 %RH
114,2014-07-23 13:37:19,29.215 °C,29.215 °C,29.209 °C,42.1 %RH,42.1 %RH,41.4 %RH
115,2014-07-23 13:37:49,29.222 °C,29.221 °C,29.213 °C,43.0 %RH,43.0 %RH,42.1 %RH
116,2014-07-23 13:38:19,29.230 °C,29.228 °C,29.221 °C,43.5 %RH,43.5 %RH,42.8 %RH
117,2014-07-23 13:38:49,29.242 °C,29.239 °C,29.228 °C,43.8 %RH,43.5 %RH,43.3 %RH
118,2014-07-23 13:39:19,29.248 °C,29.248 °C,29.237 °C,44.0 %RH,44.0 %RH,43.5 %RH
119,2014-07-23 13:39:49,29.264 °C,29.264 °C,29.251 °C,44.0 %RH,43.8 %RH,43.8 %RH
120,2014-07-23 13:40:19,29.278 °C,29.275 °C,29.261 °C,44.3 %RH,44.3 %RH,43.8 %RH
121,2014-07-23 13:40:49,29.290 °C,29.290 °C,29.268 °C,44.5 %RH,44.5 %RH,44.3 %RH
122,2014-07-23 13:41:19,29.292 °C,29.292 °C,29.283 °C,44.5 %RH,44.5 %RH,44.3 %RH
123,2014-07-23 13:41:49,29.299 °C,29.290 °C,29.287 °C,44.7 %RH,44.5 %RH,44.3 %RH
124,2014-07-23 13:42:19,29.301 °C,29.289 °C,29.287 °C,44.5 %RH,43.8 %RH,43.8 %RH
125,2014-07-23 13:42:49,29.293 °C,29.283 °C,29.281 °C,44.3 %RH,43.8 %RH,43.8 %RH
126,2014-07-23 13:43:19,29.286 °C,29.271 °C,29.271 °C,43.8 %RH,43.0 %RH,42.8 %RH
127,2014-07-23 13:43:49,29.272 °C,29.254 °C,29.254 °C,43.3 %RH,42.8 %RH,42.6 %RH
128,2014-07-23 13:44:19,29.254 °C,29.234 °C,29.234 °C,43.3 %RH,43.3 %RH,42.6 %RH
129,2014-07-23 13:44:49,29.234 °C,29.215 °C,29.215 °C,44.0 %RH,43.8 %RH,43.3 %RH
130,2014-07-23 13:45:19,29.227 °C,29.225 °C,29.212 °C,44.3 %RH,44.0 %RH,43.8 %RH
131,2014-07-23 13:45:49,29.243 °C,29.242 °C,29.219 °C,47.0 %RH,47.0 %RH,44.0 %RH
132,2014-07-23 13:46:19,29.271 °C,29.264 °C,29.245 °C,50.3 %RH,50.0 %RH,47.5 %RH
133,2014-07-23 13:46:49,29.295 °C,29.295 °C,29.264 °C,59.9 %RH,59.9 %RH,50.3 %RH
134,2014-07-23 13:47:19,29.630 °C,29.630 °C,29.298 °C,59.6 %RH,53.3 %RH,53.3 %RH
135,2014-07-23 13:47:49,30.347 °C,30.347 °C,29.651 °C,53.0 %RH,47.2 %RH,46.7 %RH
136,2014-07-23 13:48:19,31.141 °C,31.141 °C,30.373 °C,49.5 %RH,45.2 %RH,45.2 %RH
137,2014-07-23 13:48:49,31.906 °C,31.906 °C,31.178 °C,47.0 %RH,46.0 %RH,45.0 %RH
138,2014-07-23 13:49:19,32.571 °C,32.571 °C,31.938 °C,46.7 %RH,43.8 %RH,43.8 %RH
139,2014-07-23 13:49:49,33.215 °C,33.215 °C,32.595 °C,44.3 %RH,44.0 %RH,43.3 %RH
140,2014-07-23 13:50:19,33.814 °C,33.814 °C,33.235 °C,44.0 %RH,40.9 %RH,40.9 %RH
141,2014-07-23 13:50:49,34.404 °C,34.404 °C,33.837 °C,43.3 %RH,41.8 %RH,41.1 %RH
142,2014-07-23 13:51:19,34.996 °C,34.996 °C,34.426 °C,41.8 %RH,41.4 %RH,39.9 %RH
143,2014-07-23 13:51:49,35.567 °C,35.567 °C,35.015 °C,42.1 %RH,40.9 %RH,40.9 %RH
144,2014-07-23 13:52:19,36.144 °C,36.144 °C,35.587 °C,40.9 %RH,38.0 %RH,38.0 %RH
145,2014-07-23 13:52:49,36.678 °C,36.678 °C,36.165 °C,41.4 %RH,41.4 %RH,37.5 %RH
146,2014-07-23 13:53:19,36.965 °C,36.965 °C,36.702 °C,42.1 %RH,41.4 %RH,41.4 %RH
147,2014-07-23 13:53:49,37.198 °C,37.198 °C,36.975 °C,41.6 %RH,39.9 %RH,39.9 %RH
148,2014-07-23 13:54:19,37.419 °C,37.419 °C,37.212 °C,39.9 %RH,38.0 %RH,37.5 %RH
149,2014-07-23 13:54:49,37.646 °C,37.646 °C,37.426 °C,38.7 %RH,37.2 %RH,37.2 %RH
150,2014-07-23 13:55:19,37.884 °C,37.884 °C,37.656 °C,39.9 %RH,39.7 %RH,37.5 %RH
151,2014-07-23 13:55:49,38.116 °C,38.116 °C,37.894 °C,39.9 %RH,36.5 %RH,36.5 %RH
152,2014-07-23 13:56:19,38.339 °C,38.339 °C,38.121 °C,38.0 %RH,36.3 %RH,36.0 %RH
153,2014-07-23 13:56:49,38.556 °C,38.556 °C,38.347 °C,37.0 %RH,36.8 %RH,36.3 %RH
154,2014-07-23 13:57:19,38.760 °C,38.750 °C,38.564 °C,38.7 %RH,38.7 %RH,36.5 %RH
155,2014-07-23 13:57:49,38.993 °C,38.993 °C,38.768 °C,39.2 %RH,36.5 %RH,36.5 %RH
156,2014-07-23 13:58:19,39.206 °C,39.206 °C,38.998 °C,36.8 %RH,36.8 %RH,35.3 %RH
157,2014-07-23 13:58:49,39.418 °C,39.418 °C,39.214 °C,38.4 %RH,38.4 %RH,36.0 %RH
158,2014-07-23 13:59:19,39.646 °C,39.646 °C,39.429 °C,38.9 %RH,36.3 %RH,36.3 %RH
159,2014-07-23 13:59:49,39.865 °C,39.863 °C,39.647 °C,37.5 %RH,37.5 %RH,36.3 %RH
160,2014-07-23 14:00:19,40.113 °C,40.113 °C,39.867 °C,37.7 %RH,37.0 %RH,36.8 %RH
161,2014-07-23 14:00:49,40.358 °C,40.358 °C,40.135 °C,37.0 %RH,35.8 %RH,35.3 %RH
162,2014-07-23 14:01:19,40.599 °C,40.599 °C,40.369 °C,37.0 %RH,36.8 %RH,35.3 %RH
163,2014-07-23 14:01:49,40.827 °C,40.812 °C,40.612 °C,37.2 %RH,36.0 %RH,35.8 %RH
164,2014-07-23 14:02:19,41.046 °C,41.046 °C,40.822 °C,36.3 %RH,33.8 %RH,33.8 %RH
165,2014-07-23 14:02:49,41.267 °C,41.267 °C,41.055 °C,34.8 %RH,32.9 %RH,32.9 %RH
166,2014-07-23 14:03:19,41.490 °C,41.490 °C,41.274 °C,32.9 %RH,32.2 %RH,31.5 %RH
167,2014-07-23 14:03:49,41.708 °C,41.708 °C,41.496 °C,33.6 %RH,32.9 %RH,32.2 %RH
168,2014-07-23 14:04:19,41.958 °C,41.958 °C,41.722 °C,34.1 %RH,33.8 %RH,32.9 %RH
169,2014-07-23 14:04:49,42.200 °C,42.200 °C,41.965 °C,34.3 %RH,34.3 %RH,33.6 %RH
170,2014-07-23 14:05:19,42.411 °C,42.411 °C,42.205 °C,34.3 %RH,33.6 %RH,33.1 %RH
171,2014-07-23 14:05:49,42.594 °C,42.594 °C,42.416 °C,35.3 %RH,35.1 %RH,32.9 %RH
172,2014-07-23 14:06:19,42.801 °C,42.801 °C,42.592 °C,35.5 %RH,33.6 %RH,33.6 %RH
173,2014-07-23 14:06:49,42.990 °C,42.990 °C,42.795 °C,34.3 %RH,34.3 %RH,32.4 %RH
174,2014-07-23 14:07:19,43.117 °C,43.117 °C,42.998 °C,34.6 %RH,31.3 %RH,31.3 %RH
175,2014-07-23 14:07:49,43.228 °C,43.228 °C,43.121 °C,32.0 %RH,30.6 %RH,30.6 %RH
176,2014-07-23 14:08:19,43.419 °C,43.419 °C,43.232 °C,30.6 %RH,30.1 %RH,29.4 %RH
177,2014-07-23 14:08:49,43.640 °C,43.640 °C,43.424 °C,30.1 %RH,30.1 %RH,29.2 %RH
178,2014-07-23 14:09:19,43.666 °C,43.640 °C,43.633 °C,32.2 %RH,32.2 %RH,30.3 %RH
179,2014-07-23 14:09:49,43.629 °C,43.514 °C,43.514 °C,32.7 %RH,32.7 %RH,32.0 %RH
180,2014-07-23 14:10:19,43.510 °C,43.364 °C,43.364 °C,33.8 %RH,32.7 %RH,32.7 %RH
181,2014-07-23 14:10:49,43.357 °C,43.244 °C,43.244 °C,32.9 %RH,32.7 %RH,31.5 %RH
182,2014-07-23 14:11:19,43.239 °C,43.097 °C,43.097 °C,32.9 %RH,31.5 %RH,31.5 %RH
183,2014-07-23 14:11:49,43.095 °C,43.025 °C,43.025 °C,32.2 %RH,32.2 %RH,31.5 %RH
184,2014-07-23 14:12:19,43.027 °C,42.915 °C,42.915 °C,34.1 %RH,33.8 %RH,32.0 %RH
185,2014-07-23 14:12:49,42.907 °C,42.705 °C,42.705 °C,35.1 %RH,34.6 %RH,33.8 %RH
186,2014-07-23 14:13:19,42.696 °C,42.440 °C,42.440 °C,35.5 %RH,34.6 %RH,34.3 %RH
187,2014-07-23 14:13:49,42.431 °C,42.246 °C,42.246 °C,35.3 %RH,35.3 %RH,34.1 %RH
188,2014-07-23 14:14:19,42.253 °C,42.047 °C,42.047 °C,35.5 %RH,33.4 %RH,33.4 %RH
189,2014-07-23 14:14:49,42.043 °C,42.027 °C,42.013 °C,33.1 %RH,30.8 %RH,30.1 %RH
190,2014-07-23 14:15:19,42.105 °C,42.105 °C,42.031 °C,31.0 %RH,29.7 %RH,29.7 %RH
191,2014-07-23 14:15:49,42.198 °C,42.198 °C,42.107 °C,30.3 %RH,30.1 %RH,29.2 %RH
192,2014-07-23 14:16:19,42.405 °C,42.405 °C,42.207 °C,30.1 %RH,27.1 %RH,27.1 %RH
193,2014-07-23 14:16:49,42.747 °C,42.747 °C,42.416 °C,28.7 %RH,28.5 %RH,27.1 %RH
194,2014-07-23 14:17:19,42.985 °C,42.985 °C,42.761 °C,30.1 %RH,29.9 %RH,28.3 %RH
195,2014-07-23 14:17:49,43.108 °C,43.108 °C,42.990 °C,29.9 %RH,29.0 %RH,28.7 %RH
196,2014-07-23 14:18:19,43.279 °C,43.279 °C,43.114 °C,29.4 %RH,29.4 %RH,28.3 %RH
197,2014-07-23 14:18:49,43.443 °C,43.443 °C,43.284 °C,29.4 %RH,28.5 %RH,28.3 %RH
198,2014-07-23 14:19:19,43.739 °C,43.739 °C,43.448 °C,28.3 %RH,26.4 %RH,26.4 %RH
199,2014-07-23 14:19:49,44.175 °C,44.175 °C,43.755 °C,27.3 %RH,27.3 %RH,25.7 %RH
200,2014-07-23 14:20:19,44.360 °C,44.356 °C,44.188 °C,29.7 %RH,29.7 %RH,27.3 %RH
201,2014-07-23 14:20:49,44.358 °C,44.210 °C,44.210 °C,34.3 %RH,34.3 %RH,29.9 %RH
202,2014-07-23 14:21:19,44.201 °C,43.814 °C,43.814 °C,34.8 %RH,32.9 %RH,32.4 %RH
203,2014-07-23 14:21:49,43.799 °C,43.406 °C,43.406 °C,35.3 %RH,35.3 %RH,32.9 %RH
204,2014-07-23 14:22:19,43.393 °C,42.992 °C,42.992 °C,43.0 %RH,43.0 %RH,35.3 %RH
205,2014-07-23 14:22:49,42.990 °C,42.628 °C,42.628 °C,43.3 %RH,40.1 %RH,39.9 %RH
206,2014-07-23 14:23:19,42.617 °C,42.291 °C,42.291 °C,42.3 %RH,40.9 %RH,39.4 %RH
207,2014-07-23 14:23:49,42.277 °C,41.958 °C,41.958 °C,47.0 %RH,47.0 %RH,41.1 %RH
208,2014-07-23 14:24:19,41.951 °C,41.648 °C,41.648 °C,47.5 %RH,47.0 %RH,46.7 %RH
209,2014-07-23 14:24:49,41.635 °C,41.348 °C,41.348 °C,49.2 %RH,48.7 %RH,46.7 %RH
210,2014-07-23 14:25:19,41.341 °C,41.063 °C,41.063 °C,48.7 %RH,40.6 %RH,40.6 %RH
211,2014-07-23 14:25:49,41.055 °C,40.756 °C,40.756 °C,41.6 %RH,40.4 %RH,40.1 %RH
212,2014-07-23 14:26:19,40.746 °C,40.448 °C,40.448 °C,40.6 %RH,39.4 %RH,39.2 %RH
213,2014-07-23 14:26:49,40.440 °C,40.125 °C,40.125 °C,46.0 %RH,46.0 %RH,38.7 %RH
214,2014-07-23 14:27:19,40.109 °C,39.798 °C,39.798 °C,49.0 %RH,43.5 %RH,43.5 %RH
215,2014-07-23 14:27:49,39.795 °C,39.505 °C,39.505 °C,43.3 %RH,43.0 %RH,41.8 %RH
216,2014-07-23 14:28:19,39.497 °C,39.234 °C,39.234 °C,43.0 %RH,41.1 %RH,40.6 %RH
217,2014-07-23 14:28:49,39.229 °C,39.031 °C,39.031 °C,41.6 %RH,41.6 %RH,39.7 %RH
218,2014-07-23 14:29:19,39.027 °C,38.885 °C,38.885 °C,42.6 %RH,41.4 %RH,41.4 %RH
219,2014-07-23 14:29:49,38.878 °C,38.770 °C,38.758 °C,41.4 %RH,38.7 %RH,38.4 %RH
220,2014-07-23 14:30:19,38.775 °C,38.650 °C,38.650 °C,39.7 %RH,39.7 %RH,38.7 %RH
221,2014-07-23 14:30:49,38.654 °C,38.542 °C,38.542 °C,41.1 %RH,40.4 %RH,39.9 %RH
222,2014-07-23 14:31:19,38.539 °C,38.413 °C,38.413 °C,41.6 %RH,39.9 %RH,39.9 %RH
223,2014-07-23 14:31:49,38.394 °C,38.260 °C,38.254 °C,40.1 %RH,40.1 %RH,38.9 %RH
224,2014-07-23 14:32:19,38.257 °C,38.103 °C,38.103 °C,42.1 %RH,41.6 %RH,39.7 %RH
225,2014-07-23 14:32:49,38.101 °C,37.961 °C,37.961 °C,42.1 %RH,40.4 %RH,40.1 %RH
226,2014-07-23 14:33:19,37.961 °C,37.863 °C,37.863 °C,42.8 %RH,41.6 %RH,40.4 %RH
227,2014-07-23 14:33:49,37.861 °C,37.793 °C,37.786 °C,41.6 %RH,40.9 %RH,39.4 %RH
228,2014-07-23 14:34:19,37.789 °C,37.718 °C,37.718 °C,43.0 %RH,43.0 %RH,41.1 %RH
229,2014-07-23 14:34:49,37.716 °C,37.668 °C,37.668 °C,44.5 %RH,44.5 %RH,43.0 %RH
230,2014-07-23 14:35:19,37.666 °C,37.552 °C,37.552 °C,46.7 %RH,45.2 %RH,44.3 %RH
