,Time,1,2,3,4
26,2014-07-22 12:49:13,30.371 °C,30.371 °C,43.3 %RH,41.8 %RH
27,2014-07-22 12:49:43,30.722 °C,30.722 °C,47.5 %RH,47.5 %RH
28,2014-07-22 12:50:13,30.914 °C,30.914 °C,47.5 %RH,45.5 %RH
29,2014-07-22 12:50:43,31.437 °C,31.437 °C,46.2 %RH,41.4 %RH
30,2014-07-22 12:51:13,32.071 °C,32.071 °C,43.3 %RH,43.3 %RH
31,2014-07-22 12:51:43,32.180 °C,32.130 °C,48.7 %RH,48.7 %RH
32,2014-07-22 12:52:13,32.124 °C,31.864 °C,52.8 %RH,52.8 %RH
33,2014-07-22 12:52:43,31.852 °C,31.533 °C,53.5 %RH,53.5 %RH
34,2014-07-22 12:53:13,31.523 °C,31.221 °C,54.6 %RH,54.3 %RH
35,2014-07-22 12:53:43,31.213 °C,30.952 °C,55.3 %RH,55.3 %RH
36,2014-07-22 12:54:13,30.943 °C,30.726 °C,55.3 %RH,48.2 %RH
37,2014-07-22 12:54:43,30.714 °C,30.517 °C,48.2 %RH,42.6 %RH
38,2014-07-22 12:55:13,30.510 °C,30.344 °C,42.3 %RH,38.9 %RH
39,2014-07-22 12:55:43,30.341 °C,30.201 °C,38.9 %RH,35.5 %RH
40,2014-07-22 12:56:13,30.195 °C,30.078 °C,35.5 %RH,33.4 %RH
41,2014-07-22 12:56:43,30.075 °C,29.981 °C,33.6 %RH,31.5 %RH
42,2014-07-22 12:57:13,29.978 °C,29.891 °C,31.5 %RH,29.2 %RH
43,2014-07-22 12:57:43,29.890 °C,29.808 °C,29.2 %RH,27.6 %RH
44,2014-07-22 12:58:13,29.811 °C,29.743 °C,28.3 %RH,27.6 %RH
45,2014-07-22 12:58:43,29.741 °C,29.681 °C,27.3 %RH,26.4 %RH
46,2014-07-22 12:59:13,29.679 °C,29.625 °C,26.4 %RH,25.5 %RH
47,2014-07-22 12:59:43,29.624 °C,29.569 °C,25.5 %RH,24.8 %RH
48,2014-07-22 13:00:13,29.572 °C,29.522 °C,25.7 %RH,25.3 %RH
49,2014-07-22 13:00:43,29.521 °C,29.471 °C,25.7 %RH,25.5 %RH
50,2014-07-22 13:01:13,29.473 °C,29.426 °C,25.7 %RH,25.0 %RH
51,2014-07-22 13:01:43,29.426 °C,29.382 °C,25.3 %RH,25.0 %RH
52,2014-07-22 13:02:13,29.382 °C,29.331 °C,25.5 %RH,25.3 %RH
53,2014-07-22 13:02:43,29.331 °C,29.284 °C,25.3 %RH,24.8 %RH
54,2014-07-22 13:03:13,29.284 °C,29.239 °C,25.3 %RH,25.0 %RH
55,2014-07-22 13:03:43,29.242 °C,29.194 °C,25.0 %RH,24.6 %RH
56,2014-07-22 13:04:13,29.195 °C,29.152 °C,25.3 %RH,25.0 %RH
57,2014-07-22 13:04:43,29.153 °C,29.106 °C,25.3 %RH,24.8 %RH
58,2014-07-22 13:05:13,29.105 °C,29.063 °C,25.9 %RH,25.7 %RH
59,2014-07-22 13:05:43,29.061 °C,29.022 °C,25.9 %RH,25.5 %RH
60,2014-07-22 13:06:13,29.021 °C,28.980 °C,25.5 %RH,25.3 %RH
61,2014-07-22 13:06:43,28.979 °C,28.937 °C,27.1 %RH,27.1 %RH
62,2014-07-22 13:07:13,28.937 °C,28.904 °C,28.7 %RH,28.7 %RH
63,2014-07-22 13:07:43,28.904 °C,28.869 °C,29.4 %RH,29.4 %RH
64,2014-07-22 13:08:13,28.871 °C,28.838 °C,30.1 %RH,30.1 %RH
65,2014-07-22 13:08:43,28.838 °C,28.807 °C,31.0 %RH,31.0 %RH
66,2014-07-22 13:09:13,28.833 °C,28.833 °C,39.7 %RH,39.7 %RH
67,2014-07-22 13:09:43,28.965 °C,28.965 °C,59.4 %RH,59.4 %RH
68,2014-07-22 13:10:13,29.152 °C,29.152 °C,59.6 %RH,57.8 %RH
69,2014-07-22 13:10:43,29.353 °C,29.353 °C,61.5 %RH,58.9 %RH
70,2014-07-22 13:11:13,29.578 °C,29.578 °C,62.8 %RH,59.1 %RH
71,2014-07-22 13:11:43,29.784 °C,29.784 °C,58.6 %RH,54.3 %RH
72,2014-07-22 13:12:13,29.979 °C,29.979 °C,55.1 %RH,55.1 %RH
73,2014-07-22 13:12:43,30.157 °C,30.157 °C,55.8 %RH,55.1 %RH
74,2014-07-22 13:13:13,30.283 °C,30.283 °C,54.8 %RH,53.5 %RH
75,2014-07-22 13:13:43,30.328 °C,30.328 °C,53.5 %RH,53.3 %RH
76,2014-07-22 13:14:13,30.350 °C,30.350 °C,56.8 %RH,56.8 %RH
77,2014-07-22 13:14:43,30.403 °C,30.403 °C,58.6 %RH,58.1 %RH
78,2014-07-22 13:15:13,30.461 °C,30.461 °C,58.1 %RH,57.6 %RH
79,2014-07-22 13:15:43,30.531 °C,30.531 °C,57.6 %RH,57.6 %RH
80,2014-07-22 13:16:13,30.603 °C,30.603 °C,57.3 %RH,57.1 %RH
81,2014-07-22 13:16:43,30.691 °C,30.688 °C,57.3 %RH,56.8 %RH
82,2014-07-22 13:17:13,30.796 °C,30.796 °C,57.1 %RH,56.8 %RH
83,2014-07-22 13:17:43,30.903 °C,30.903 °C,57.1 %RH,57.1 %RH
84,2014-07-22 13:18:13,31.009 °C,31.009 °C,57.1 %RH,56.6 %RH
85,2014-07-22 13:18:43,31.106 °C,31.104 °C,56.6 %RH,56.1 %RH
86,2014-07-22 13:19:13,31.199 °C,31.195 °C,56.6 %RH,56.3 %RH
87,2014-07-22 13:19:43,31.290 °C,31.290 °C,56.6 %RH,56.3 %RH
88,2014-07-22 13:20:13,31.385 °C,31.385 °C,56.6 %RH,56.6 %RH
89,2014-07-22 13:20:43,31.483 °C,31.480 °C,56.6 %RH,56.3 %RH
90,2014-07-22 13:21:13,31.574 °C,31.574 °C,56.6 %RH,56.3 %RH
91,2014-07-22 13:21:43,31.668 °C,31.668 °C,56.8 %RH,56.8 %RH
92,2014-07-22 13:22:13,31.764 °C,31.764 °C,57.1 %RH,57.1 %RH
93,2014-07-22 13:22:43,31.858 °C,31.858 °C,57.1 %RH,56.8 %RH
94,2014-07-22 13:23:13,31.951 °C,31.951 °C,56.8 %RH,56.6 %RH
95,2014-07-22 13:23:43,32.043 °C,32.042 °C,56.3 %RH,56.3 %RH
96,2014-07-22 13:24:13,32.138 °C,32.138 °C,56.8 %RH,56.8 %RH
97,2014-07-22 13:24:43,32.234 °C,32.234 °C,56.8 %RH,56.8 %RH
98,2014-07-22 13:25:13,32.327 °C,32.326 °C,56.8 %RH,56.6 %RH
99,2014-07-22 13:25:43,32.423 °C,32.422 °C,56.6 %RH,56.6 %RH
100,2014-07-22 13:26:13,32.523 °C,32.523 °C,56.8 %RH,56.8 %RH
101,2014-07-22 13:26:43,32.624 °C,32.624 °C,56.8 %RH,56.3 %RH
102,2014-07-22 13:27:13,32.722 °C,32.722 °C,56.3 %RH,55.8 %RH
103,2014-07-22 13:27:43,32.828 °C,32.828 °C,55.8 %RH,55.6 %RH
104,2014-07-22 13:28:13,32.930 °C,32.930 °C,55.8 %RH,55.8 %RH
105,2014-07-22 13:28:43,33.049 °C,33.049 °C,56.1 %RH,55.8 %RH
106,2014-07-22 13:29:13,33.162 °C,33.162 °C,56.6 %RH,56.6 %RH
107,2014-07-22 13:29:43,33.284 °C,33.284 °C,56.6 %RH,56.3 %RH
108,2014-07-22 13:30:13,33.394 °C,33.394 °C,56.6 %RH,56.1 %RH
109,2014-07-22 13:30:43,33.493 °C,33.493 °C,56.1 %RH,55.8 %RH
110,2014-07-22 13:31:13,33.587 °C,33.586 °C,55.8 %RH,55.8 %RH
111,2014-07-22 13:31:43,33.693 °C,33.693 °C,56.3 %RH,56.1 %RH
112,2014-07-22 13:32:13,33.784 °C,33.784 °C,56.1 %RH,55.6 %RH
113,2014-07-22 13:32:43,33.871 °C,33.871 °C,55.8 %RH,54.8 %RH
114,2014-07-22 13:33:13,33.960 °C,33.960 °C,55.6 %RH,55.6 %RH
115,2014-07-22 13:33:43,34.029 °C,34.029 °C,55.8 %RH,55.6 %RH
116,2014-07-22 13:34:13,34.098 °C,34.098 °C,55.3 %RH,54.6 %RH
117,2014-07-22 13:34:43,34.224 °C,34.224 °C,54.6 %RH,52.3 %RH
118,2014-07-22 13:35:13,34.412 °C,34.412 °C,52.3 %RH,51.5 %RH
119,2014-07-22 13:35:43,34.552 °C,34.552 °C,51.8 %RH,51.8 %RH
120,2014-07-22 13:36:13,34.643 °C,34.643 °C,51.8 %RH,51.5 %RH
121,2014-07-22 13:36:43,34.696 °C,34.696 °C,51.8 %RH,51.8 %RH
122,2014-07-22 13:37:13,34.719 °C,34.719 °C,52.3 %RH,52.3 %RH
123,2014-07-22 13:37:43,34.737 °C,34.734 °C,52.8 %RH,52.5 %RH
124,2014-07-22 13:38:13,34.753 °C,34.753 °C,53.0 %RH,52.8 %RH
125,2014-07-22 13:38:43,34.799 °C,34.799 °C,52.8 %RH,52.8 %RH
126,2014-07-22 13:39:13,34.918 °C,34.918 °C,52.8 %RH,51.8 %RH
127,2014-07-22 13:39:43,35.131 °C,35.131 °C,51.5 %RH,49.5 %RH
128,2014-07-22 13:40:13,35.335 °C,35.335 °C,49.5 %RH,48.7 %RH
129,2014-07-22 13:40:43,35.467 °C,35.467 °C,49.5 %RH,49.5 %RH
130,2014-07-22 13:41:13,35.548 °C,35.548 °C,50.0 %RH,50.0 %RH
131,2014-07-22 13:41:43,35.604 °C,35.604 °C,50.3 %RH,50.3 %RH
132,2014-07-22 13:42:13,35.654 °C,35.654 °C,50.3 %RH,49.8 %RH
133,2014-07-22 13:42:43,35.713 °C,35.713 °C,50.0 %RH,50.0 %RH
134,2014-07-22 13:43:13,35.755 °C,35.753 °C,50.3 %RH,50.3 %RH
135,2014-07-22 13:43:43,35.810 °C,35.808 °C,50.3 %RH,49.5 %RH
136,2014-07-22 13:44:13,35.910 °C,35.910 °C,49.5 %RH,49.2 %RH
137,2014-07-22 13:44:43,36.016 °C,36.016 °C,49.5 %RH,49.5 %RH
138,2014-07-22 13:45:13,36.082 °C,36.082 °C,49.8 %RH,49.8 %RH
139,2014-07-22 13:45:43,36.126 °C,36.126 °C,50.3 %RH,50.3 %RH
140,2014-07-22 13:46:13,36.164 °C,36.164 °C,50.3 %RH,50.0 %RH
141,2014-07-22 13:46:43,36.217 °C,36.217 °C,50.3 %RH,50.0 %RH
142,2014-07-22 13:47:13,36.312 °C,36.312 °C,50.0 %RH,49.5 %RH
143,2014-07-22 13:47:43,36.437 °C,36.437 °C,49.5 %RH,49.0 %RH
144,2014-07-22 13:48:13,36.589 °C,36.589 °C,49.2 %RH,49.0 %RH
145,2014-07-22 13:48:43,36.789 °C,36.789 °C,49.0 %RH,48.2 %RH
146,2014-07-22 13:49:13,37.011 °C,37.011 °C,50.5 %RH,50.5 %RH
147,2014-07-22 13:49:43,37.097 °C,37.095 °C,52.8 %RH,51.8 %RH
148,2014-07-22 13:50:13,37.097 °C,37.072 °C,52.8 %RH,52.3 %RH
149,2014-07-22 13:50:43,37.074 °C,37.011 °C,54.8 %RH,54.0 %RH
150,2014-07-22 13:51:13,37.005 °C,36.901 °C,53.8 %RH,52.3 %RH
151,2014-07-22 13:51:43,36.896 °C,36.758 °C,52.5 %RH,50.8 %RH
152,2014-07-22 13:52:13,36.750 °C,36.625 °C,52.3 %RH,52.3 %RH
153,2014-07-22 13:52:43,36.622 °C,36.503 °C,56.3 %RH,51.5 %RH
154,2014-07-22 13:53:13,36.499 °C,36.331 °C,54.6 %RH,54.6 %RH
155,2014-07-22 13:53:43,36.328 °C,36.175 °C,62.8 %RH,62.3 %RH
156,2014-07-22 13:54:13,36.167 °C,36.017 °C,63.9 %RH,63.9 %RH
157,2014-07-22 13:54:43,36.017 °C,35.874 °C,64.4 %RH,63.6 %RH
158,2014-07-22 13:55:13,35.865 °C,35.742 °C,65.7 %RH,65.7 %RH
159,2014-07-22 13:55:43,35.743 °C,35.612 °C,66.7 %RH,62.0 %RH
160,2014-07-22 13:56:13,35.612 °C,35.485 °C,64.9 %RH,62.0 %RH
161,2014-07-22 13:56:43,35.475 °C,35.340 °C,63.9 %RH,63.3 %RH
162,2014-07-22 13:57:13,35.337 °C,35.195 °C,68.3 %RH,67.5 %RH
163,2014-07-22 13:57:43,35.195 °C,35.070 °C,68.1 %RH,67.8 %RH
164,2014-07-22 13:58:13,35.062 °C,34.940 °C,68.1 %RH,68.1 %RH
165,2014-07-22 13:58:43,34.932 °C,34.804 °C,69.1 %RH,65.2 %RH
166,2014-07-22 13:59:13,34.809 °C,34.700 °C,64.6 %RH,63.9 %RH
167,2014-07-22 13:59:43,34.696 °C,34.640 °C,65.4 %RH,62.8 %RH
168,2014-07-22 14:00:13,34.636 °C,34.587 °C,65.4 %RH,64.9 %RH
169,2014-07-22 14:00:43,34.592 °C,34.539 °C,66.0 %RH,65.2 %RH
170,2014-07-22 14:01:13,34.534 °C,34.444 °C,65.2 %RH,54.8 %RH
171,2014-07-22 14:01:43,34.442 °C,34.332 °C,75.8 %RH,75.8 %RH
172,2014-07-22 14:02:13,34.326 °C,34.243 °C,89.9 %RH,89.6 %RH
173,2014-07-22 14:02:43,34.240 °C,34.091 °C,90.5 %RH,72.8 %RH
174,2014-07-22 14:03:13,34.086 °C,33.863 °C,73.9 %RH,72.8 %RH
175,2014-07-22 14:03:43,33.865 °C,33.701 °C,73.1 %RH,67.5 %RH
176,2014-07-22 14:04:13,33.691 °C,33.592 °C,66.7 %RH,63.6 %RH
177,2014-07-22 14:04:43,33.590 °C,33.540 °C,64.1 %RH,63.6 %RH
178,2014-07-22 14:05:13,33.542 °C,33.524 °C,63.6 %RH,61.5 %RH
179,2014-07-22 14:05:43,33.529 °C,33.524 °C,62.3 %RH,62.3 %RH
180,2014-07-22 14:06:13,33.537 °C,33.535 °C,62.8 %RH,61.5 %RH
181,2014-07-22 14:06:43,33.559 °C,33.557 °C,62.5 %RH,61.0 %RH
182,2014-07-22 14:07:13,33.576 °C,33.575 °C,62.5 %RH,62.5 %RH
183,2014-07-22 14:07:43,33.605 °C,33.601 °C,64.4 %RH,64.4 %RH
184,2014-07-22 14:08:13,33.639 °C,33.639 °C,65.4 %RH,60.7 %RH
185,2014-07-22 14:08:43,33.672 °C,33.672 °C,66.5 %RH,66.5 %RH
186,2014-07-22 14:09:13,33.707 °C,33.707 °C,66.2 %RH,56.8 %RH
187,2014-07-22 14:09:43,33.731 °C,33.731 °C,62.8 %RH,62.8 %RH
188,2014-07-22 14:10:13,33.770 °C,33.770 °C,64.1 %RH,55.8 %RH
189,2014-07-22 14:10:43,33.791 °C,33.791 °C,56.6 %RH,56.6 %RH
190,2014-07-22 14:11:13,33.811 °C,33.807 °C,56.1 %RH,54.6 %RH
191,2014-07-22 14:11:43,33.830 °C,33.829 °C,57.8 %RH,57.3 %RH
192,2014-07-22 14:12:13,33.857 °C,33.857 °C,57.1 %RH,52.8 %RH
193,2014-07-22 14:12:43,33.889 °C,33.887 °C,55.1 %RH,55.1 %RH
194,2014-07-22 14:13:13,33.920 °C,33.916 °C,57.6 %RH,56.8 %RH
195,2014-07-22 14:13:43,33.949 °C,33.949 °C,57.6 %RH,52.8 %RH
196,2014-07-22 14:14:13,33.976 °C,33.976 °C,52.5 %RH,51.5 %RH
197,2014-07-22 14:14:43,34.001 °C,33.999 °C,53.3 %RH,51.8 %RH
198,2014-07-22 14:15:13,34.031 °C,34.028 °C,53.5 %RH,52.8 %RH
199,2014-07-22 14:15:43,34.061 °C,34.061 °C,53.8 %RH,52.3 %RH
200,2014-07-22 14:16:13,34.091 °C,34.091 °C,52.8 %RH,51.0 %RH
201,2014-07-22 14:16:43,34.123 °C,34.121 °C,57.1 %RH,57.1 %RH
202,2014-07-22 14:17:13,34.158 °C,34.156 °C,57.6 %RH,55.3 %RH
203,2014-07-22 14:17:43,34.193 °C,34.193 °C,57.8 %RH,53.8 %RH
204,2014-07-22 14:18:13,34.213 °C,34.213 °C,54.3 %RH,54.3 %RH
205,2014-07-22 14:18:43,34.234 °C,34.234 °C,58.6 %RH,58.1 %RH
206,2014-07-22 14:19:13,34.258 °C,34.258 °C,59.1 %RH,55.6 %RH
207,2014-07-22 14:19:43,34.285 °C,34.282 °C,55.8 %RH,51.5 %RH
208,2014-07-22 14:20:13,34.318 °C,34.318 °C,54.6 %RH,53.3 %RH
209,2014-07-22 14:20:43,34.359 °C,34.359 °C,55.6 %RH,55.6 %RH
210,2014-07-22 14:21:13,34.393 °C,34.393 °C,55.6 %RH,53.0 %RH
211,2014-07-22 14:21:43,34.420 °C,34.420 °C,54.6 %RH,54.3 %RH
212,2014-07-22 14:22:13,34.450 °C,34.448 °C,54.3 %RH,53.5 %RH
213,2014-07-22 14:22:43,34.476 °C,34.474 °C,62.3 %RH,62.3 %RH
214,2014-07-22 14:23:13,34.511 °C,34.511 °C,64.4 %RH,59.1 %RH
215,2014-07-22 14:23:43,34.547 °C,34.547 °C,58.9 %RH,57.8 %RH
216,2014-07-22 14:24:13,34.581 °C,34.581 °C,57.6 %RH,54.0 %RH
217,2014-07-22 14:24:43,34.617 °C,34.616 °C,54.8 %RH,52.8 %RH
218,2014-07-22 14:25:13,34.644 °C,34.644 °C,54.6 %RH,54.6 %RH
219,2014-07-22 14:25:43,34.681 °C,34.678 °C,55.1 %RH,53.8 %RH
220,2014-07-22 14:26:13,34.718 °C,34.718 °C,55.1 %RH,52.8 %RH
221,2014-07-22 14:26:43,34.745 °C,34.745 °C,54.6 %RH,53.3 %RH
222,2014-07-22 14:27:13,34.774 °C,34.774 °C,53.8 %RH,50.8 %RH
223,2014-07-22 14:27:43,34.799 °C,34.799 °C,51.5 %RH,51.5 %RH
224,2014-07-22 14:28:13,34.831 °C,34.831 °C,52.3 %RH,49.5 %RH
225,2014-07-22 14:28:43,34.862 °C,34.860 °C,51.0 %RH,51.0 %RH
226,2014-07-22 14:29:13,34.897 °C,34.895 °C,54.6 %RH,53.3 %RH
227,2014-07-22 14:29:43,34.959 °C,34.959 °C,53.0 %RH,52.3 %RH
228,2014-07-22 14:30:13,35.030 °C,35.028 °C,51.8 %RH,50.0 %RH
229,2014-07-22 14:30:43,35.078 °C,35.078 °C,50.3 %RH,50.0 %RH
230,2014-07-22 14:31:13,35.133 °C,35.133 °C,50.5 %RH,49.5 %RH
231,2014-07-22 14:31:43,35.195 °C,35.195 °C,49.8 %RH,49.2 %RH
232,2014-07-22 14:32:13,35.261 °C,35.250 °C,48.7 %RH,47.7 %RH
233,2014-07-22 14:32:43,35.314 °C,35.314 °C,49.0 %RH,49.0 %RH
234,2014-07-22 14:33:13,35.367 °C,35.367 °C,49.5 %RH,48.2 %RH
235,2014-07-22 14:33:43,35.427 °C,35.427 °C,50.0 %RH,50.0 %RH
236,2014-07-22 14:34:13,35.491 °C,35.491 °C,52.8 %RH,52.3 %RH
237,2014-07-22 14:34:43,35.546 °C,35.546 °C,52.0 %RH,50.8 %RH
238,2014-07-22 14:35:13,35.612 °C,35.611 °C,51.0 %RH,47.7 %RH
239,2014-07-22 14:35:43,35.685 °C,35.685 °C,47.7 %RH,47.0 %RH
240,2014-07-22 14:36:13,35.766 °C,35.747 °C,48.0 %RH,48.0 %RH
241,2014-07-22 14:36:43,35.832 °C,35.832 °C,48.2 %RH,46.7 %RH
242,2014-07-22 14:37:13,35.900 °C,35.899 °C,47.5 %RH,46.2 %RH
243,2014-07-22 14:37:43,35.962 °C,35.962 °C,47.2 %RH,47.2 %RH
244,2014-07-22 14:38:13,36.056 °C,36.056 °C,48.7 %RH,48.2 %RH
245,2014-07-22 14:38:43,36.141 °C,36.141 °C,48.5 %RH,47.7 %RH
246,2014-07-22 14:39:13,36.185 °C,36.183 °C,47.7 %RH,46.0 %RH
247,2014-07-22 14:39:43,36.240 °C,36.237 °C,46.0 %RH,45.5 %RH
248,2014-07-22 14:40:13,36.308 °C,36.304 °C,47.0 %RH,47.0 %RH
249,2014-07-22 14:40:43,36.367 °C,36.367 °C,47.5 %RH,46.2 %RH
250,2014-07-22 14:41:13,36.421 °C,36.421 °C,47.0 %RH,47.0 %RH
251,2014-07-22 14:41:43,36.465 °C,36.465 °C,48.2 %RH,46.5 %RH
252,2014-07-22 14:42:13,36.531 °C,36.531 °C,48.7 %RH,48.5 %RH
253,2014-07-22 14:42:43,36.570 °C,36.562 °C,49.0 %RH,47.0 %RH
254,2014-07-22 14:43:13,36.565 °C,36.511 °C,48.7 %RH,48.7 %RH
255,2014-07-22 14:43:43,36.509 °C,36.478 °C,49.5 %RH,48.5 %RH
256,2014-07-22 14:44:13,36.504 °C,36.504 °C,48.2 %RH,45.0 %RH
257,2014-07-22 14:44:43,36.629 °C,36.629 °C,45.5 %RH,45.5 %RH
258,2014-07-22 14:45:13,36.643 °C,36.627 °C,51.0 %RH,51.0 %RH
259,2014-07-22 14:45:43,36.630 °C,36.612 °C,50.5 %RH,47.7 %RH
260,2014-07-22 14:46:13,36.612 °C,36.545 °C,49.2 %RH,49.0 %RH
261,2014-07-22 14:46:43,36.544 °C,36.526 °C,49.0 %RH,46.5 %RH
262,2014-07-22 14:47:13,36.550 °C,36.550 °C,51.8 %RH,51.0 %RH
263,2014-07-22 14:47:43,36.612 °C,36.612 °C,50.8 %RH,47.0 %RH
264,2014-07-22 14:48:13,36.686 °C,36.686 °C,47.2 %RH,47.2 %RH
265,2014-07-22 14:48:43,36.766 °C,36.766 °C,47.7 %RH,46.2 %RH
266,2014-07-22 14:49:13,36.847 °C,36.847 °C,46.2 %RH,45.2 %RH
267,2014-07-22 14:49:43,36.919 °C,36.917 °C,46.7 %RH,45.7 %RH
268,2014-07-22 14:50:13,36.982 °C,36.982 °C,46.2 %RH,45.5 %RH
269,2014-07-22 14:50:43,37.046 °C,37.046 °C,46.7 %RH,46.2 %RH
270,2014-07-22 14:51:13,37.125 °C,37.125 °C,46.0 %RH,44.7 %RH
271,2014-07-22 14:51:43,37.188 °C,37.188 °C,45.2 %RH,44.5 %RH
272,2014-07-22 14:52:13,37.351 °C,37.351 °C,44.5 %RH,40.1 %RH
273,2014-07-22 14:52:43,37.661 °C,37.661 °C,40.1 %RH,39.4 %RH
274,2014-07-22 14:53:13,37.981 °C,37.981 °C,40.1 %RH,39.4 %RH
275,2014-07-22 14:53:43,38.197 °C,38.197 °C,41.1 %RH,40.6 %RH
276,2014-07-22 14:54:13,38.334 °C,38.334 °C,40.6 %RH,39.4 %RH
277,2014-07-22 14:54:43,38.445 °C,38.445 °C,40.6 %RH,40.1 %RH
278,2014-07-22 14:55:13,38.522 °C,38.510 °C,41.8 %RH,39.9 %RH
279,2014-07-22 14:55:43,38.563 °C,38.563 °C,43.3 %RH,43.3 %RH
280,2014-07-22 14:56:13,38.608 °C,38.608 °C,43.3 %RH,41.8 %RH
281,2014-07-22 14:56:43,38.736 °C,38.736 °C,43.3 %RH,41.8 %RH
282,2014-07-22 14:57:13,38.904 °C,38.904 °C,41.8 %RH,40.6 %RH
283,2014-07-22 14:57:43,39.015 °C,39.009 °C,40.6 %RH,39.4 %RH
284,2014-07-22 14:58:13,39.180 °C,39.180 °C,40.4 %RH,39.7 %RH
285,2014-07-22 14:58:43,39.480 °C,39.471 °C,39.2 %RH,38.0 %RH
286,2014-07-22 14:59:13,39.901 °C,39.901 °C,38.0 %RH,37.7 %RH
287,2014-07-22 14:59:43,40.261 °C,40.261 °C,38.0 %RH,37.5 %RH
288,2014-07-22 15:00:13,40.493 °C,40.493 °C,38.7 %RH,38.4 %RH
289,2014-07-22 15:00:43,40.525 °C,40.499 °C,41.1 %RH,40.4 %RH
290,2014-07-22 15:01:13,40.495 °C,40.334 °C,43.0 %RH,42.6 %RH
291,2014-07-22 15:01:43,40.327 °C,40.094 °C,43.8 %RH,43.5 %RH
292,2014-07-22 15:02:13,40.085 °C,39.845 °C,44.7 %RH,44.7 %RH
293,2014-07-22 15:02:43,39.838 °C,39.610 °C,46.5 %RH,45.5 %RH
294,2014-07-22 15:03:13,39.605 °C,39.366 °C,45.5 %RH,45.2 %RH
295,2014-07-22 15:03:43,39.357 °C,39.143 °C,45.5 %RH,45.2 %RH
296,2014-07-22 15:04:13,39.136 °C,38.951 °C,45.5 %RH,45.2 %RH
297,2014-07-22 15:04:43,38.944 °C,38.773 °C,45.2 %RH,44.7 %RH
298,2014-07-22 15:05:13,38.770 °C,38.596 °C,45.0 %RH,44.3 %RH
299,2014-07-22 15:05:43,38.591 °C,38.421 °C,44.5 %RH,44.0 %RH
300,2014-07-22 15:06:13,38.421 °C,38.269 °C,44.7 %RH,44.7 %RH
301,2014-07-22 15:06:43,38.264 °C,38.108 °C,45.0 %RH,44.5 %RH
302,2014-07-22 15:07:13,38.105 °C,37.969 °C,44.5 %RH,44.3 %RH
303,2014-07-22 15:07:43,37.961 °C,37.843 °C,45.0 %RH,44.7 %RH
304,2014-07-22 15:08:13,37.838 °C,37.728 °C,45.0 %RH,44.3 %RH
305,2014-07-22 15:08:43,37.721 °C,37.618 °C,44.5 %RH,44.3 %RH
306,2014-07-22 15:09:13,37.616 °C,37.523 °C,45.0 %RH,44.0 %RH
307,2014-07-22 15:09:43,37.522 °C,37.439 °C,45.5 %RH,45.5 %RH
308,2014-07-22 15:10:13,37.437 °C,37.366 °C,46.0 %RH,45.7 %RH
